model,dataset,demographics,auc,iteration,metric
xlm-roberta-base,welfare,2,0.04489080081058181,3,spearman
xlm-roberta-base,rai,Kvinde,0.1455387212120002,3,spearman
xlm-roberta-base,welfare,4,0.10161303623564744,3,spearman
text-embedding-ada-002,rai,Kvinde,0.2032990830498627,3,spearman
m2v-dfm-large,welfare,4,0.20551981731676722,3,spearman
potion-base-8M,welfare,2,0.06694591312330501,3,spearman
LaBSE,welfare,4,0.19533269286321078,3,spearman
mxbai-embed-large-v1,rai,Kvinde,0.11879626353755754,3,spearman
text-embedding-3-small,rai,Unknown,0.20716975889538938,3,spearman
dfm-sentence-encoder-large,welfare,4,0.19309035759061327,3,spearman
text-embedding-ada-002,welfare,2,0.18783715196341516,3,spearman
dfm-sentence-encoder-large,welfare,1,0.18092819459091358,3,spearman
multilingual-e5-base,welfare,4,0.1810988109137997,3,spearman
potion-multilingual-128M,welfare,1,0.2337593050107899,3,spearman
model2vecdk-stem,welfare,11,0.23454780178885018,3,spearman
xlm-roberta-large,rai,Kvinde,0.1170576642525551,3,spearman
M2V_base_output,rai,Unknown,0.03951872763064746,3,spearman
EmbeddingGemma-Scandi-300m,welfare,2,0.26012304894557675,3,spearman
text-embedding-3-large,rai,Mand,0.22906688858393143,3,spearman
paraphrase-multilingual-mpnet-base-v2,rai,Mand,0.232168983126477,3,spearman
dfm-sentence-encoder-large,welfare,2,0.14927593934650027,3,spearman
potion-base-2M,welfare,2,0.05195871805132745,3,spearman
m2v-dfm-large,welfare,3,0.1966727255919252,3,spearman
potion-base-2M,rai,Unknown,0.11376137081962434,3,spearman
LaBSE,rai,Mand,0.17755028753519625,3,spearman
text-embedding-ada-002,welfare,1,0.27624855791104214,3,spearman
xlm-roberta-base,rai,Unknown,0.18165358998371048,3,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,2,0.2639589620367582,3,spearman
bge-m3,welfare,11,0.2725776153436758,3,spearman
model2vecdk,welfare,4,0.24744887386773307,3,spearman
Qwen3-Embedding-0.6B,rai,Kvinde,0.04870635694426283,3,spearman
mmBERTscandi-base-embedding,welfare,11,0.2165018002753644,3,spearman
text-embedding-3-large,rai,Kvinde,0.22894007875334305,3,spearman
bge-m3,welfare,4,0.2289720304845615,3,spearman
potion-base-2M,rai,Kvinde,0.09758522567255808,3,spearman
xlm-roberta-base,welfare,11,0.11729772824964445,3,spearman
xlm-roberta-large,welfare,4,0.1504644122132833,3,spearman
multilingual-e5-large-instruct,rai,Unknown,0.28351554817914587,3,spearman
nb-sbert-base,welfare,2,0.2290030235885101,3,spearman
paraphrase-multilingual-mpnet-base-v2,rai,Kvinde,0.2570587288014472,3,spearman
Qwen3-Embedding-Scandi-0.6B,rai,Kvinde,0.14913682410336518,3,spearman
M2V_base_output,welfare,11,0.14936150789998148,3,spearman
snowflake-arctic-embed-l-v2.0,welfare,3,0.2198727861021983,3,spearman
potion-base-2M,welfare,3,0.1092279511217518,3,spearman
nb-sbert-base,rai,Mand,0.2252629743053677,3,spearman
bge-m3,rai,Mand,0.20390819977226304,3,spearman
text-embedding-3-small,rai,Mand,0.18441573775085013,3,spearman
M2V_base_output,welfare,4,0.16233174770258701,3,spearman
M2V_base_glove,welfare,2,0.011972352117989759,3,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,2,0.12033695131763596,3,spearman
mmBERTscandi-base-embedding,rai,Mand,0.1557937714102906,3,spearman
model2vecdk-stem,rai,Unknown,0.1997356324055178,3,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,1,0.12994199437721932,3,spearman
dfm-sentence-encoder-large,welfare,3,0.15179987747622278,3,spearman
M2V_base_output,welfare,3,0.10219364917130876,3,spearman
M2V_base_glove_subword,rai,Unknown,0.10902908892954506,3,spearman
snowflake-arctic-embed-l-v2.0,rai,Mand,0.19515239300116208,3,spearman
M2V_base_glove,rai,Unknown,0.07199962466720712,3,spearman
multilingual-e5-large-instruct,welfare,11,0.22864431835335294,3,spearman
potion-base-4M,welfare,1,0.13786240797348467,3,spearman
static-similarity-mrl-multilingual-v1,rai,Mand,0.14919803143233581,3,spearman
m2v-dfm-large,rai,Kvinde,0.1936601885427812,3,spearman
EmbeddingGemma-Scandi-300m,rai,Unknown,0.1310492299334284,3,spearman
bge-m3,welfare,1,0.2561016340722235,3,spearman
multilingual-e5-large,welfare,4,0.19815174753261736,3,spearman
mmBERTscandi-base-embedding,rai,Kvinde,0.16484213096619552,3,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,4,0.31644152993360275,3,spearman
static-similarity-mrl-multilingual-v1,welfare,1,0.20035346678142402,3,spearman
M2V_base_output,rai,Mand,0.12894132446028334,3,spearman
EmbeddingGemma-Scandi-300m,welfare,1,0.2834001830091711,3,spearman
m2v-dfm-large,welfare,1,0.22138040301927364,3,spearman
potion-base-8M,rai,Kvinde,0.0969114785609121,3,spearman
potion-base-4M,welfare,11,0.1562752134792187,3,spearman
M2V_base_glove_subword,rai,Kvinde,0.1037972491751203,3,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,2,0.24883523726061557,3,spearman
static-similarity-mrl-multilingual-v1,welfare,2,0.15853830607940367,3,spearman
m2v-dfm-large,welfare,11,0.24680261481976667,3,spearman
Qwen3-Embedding-0.6B,welfare,11,0.08016749934269621,3,spearman
M2V_base_glove,welfare,3,0.07719947403205756,3,spearman
Qwen3-Embedding-0.6B,rai,Mand,0.01897317900989942,3,spearman
nb-sbert-base,welfare,4,0.24701740380501896,3,spearman
text-embedding-ada-002,welfare,4,0.22211885832974015,3,spearman
model2vecdk-stem,welfare,3,0.1913193006279037,3,spearman
potion-base-2M,welfare,4,0.13466424707195138,3,spearman
multilingual-e5-small,rai,Mand,0.18216861891108993,3,spearman
potion-base-2M,welfare,11,0.15462822922303818,3,spearman
text-embedding-3-large,welfare,4,0.22747908242609827,3,spearman
model2vecdk,rai,Kvinde,0.1876725118366912,3,spearman
potion-base-4M,welfare,4,0.16213133331463186,3,spearman
snowflake-arctic-embed-l-v2.0,welfare,2,0.2576911669514979,3,spearman
text-embedding-3-small,rai,Kvinde,0.20529974959145006,3,spearman
text-embedding-3-large,rai,Unknown,0.2566097820765731,3,spearman
text-embedding-3-small,welfare,1,0.28041520688948435,3,spearman
m2v-dfm-large,rai,Unknown,0.22808114644745192,3,spearman
static-similarity-mrl-multilingual-v1,rai,Unknown,0.0888903225314725,3,spearman
Qwen3-Embedding-0.6B,welfare,3,0.02754804302459829,3,spearman
model2vecdk,welfare,11,0.29666013662875457,3,spearman
M2V_base_output,welfare,1,0.1000853210436377,3,spearman
potion-base-4M,welfare,2,0.07060554644110914,3,spearman
dfm-sentence-encoder-large,welfare,11,0.18827277649435134,3,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,1,0.29304653978290485,3,spearman
Qwen3-Embedding-Scandi-0.6B,rai,Unknown,0.2112450839737521,3,spearman
potion-base-4M,rai,Unknown,0.07473216719956921,3,spearman
LaBSE,rai,Kvinde,0.17502261212635398,3,spearman
potion-base-2M,rai,Mand,0.12570046794408013,3,spearman
bge-m3,rai,Unknown,0.23863018741403663,3,spearman
m2v-dfm-large,rai,Mand,0.2038819936492051,3,spearman
text-embedding-3-small,welfare,3,0.24976255276455372,3,spearman
dfm-sentence-encoder-large,rai,Kvinde,0.1791136773398245,3,spearman
EmbeddingGemma-Scandi-300m,rai,Kvinde,0.20668555119541643,3,spearman
bge-m3,welfare,3,0.20241233896204597,3,spearman
multilingual-e5-large,rai,Mand,0.18105714759917757,3,spearman
model2vecdk-stem,rai,Kvinde,0.19040003779653067,3,spearman
multilingual-e5-large-instruct,rai,Kvinde,0.25180168019785676,3,spearman
potion-multilingual-128M,welfare,2,0.17760866855416904,3,spearman
Qwen3-Embedding-0.6B,rai,Unknown,0.10138683527966127,3,spearman
m2v-dfm-large,welfare,2,0.1722261344051203,3,spearman
M2V_base_glove,rai,Kvinde,0.1068362873058677,3,spearman
text-embedding-ada-002,welfare,11,0.2781553368328339,3,spearman
xlm-roberta-base,rai,Mand,0.13770395363938895,3,spearman
text-embedding-3-small,welfare,2,0.24004332011342924,3,spearman
M2V_base_glove,welfare,4,0.09773532425977755,3,spearman
potion-base-4M,rai,Mand,0.11557098859258969,3,spearman
multilingual-e5-small,welfare,3,0.16645953084184276,3,spearman
mmBERTscandi-base-embedding,rai,Unknown,0.20954620963376439,3,spearman
potion-base-8M,welfare,4,0.17309467215534372,3,spearman
EmbeddingGemma-Scandi-300m,rai,Mand,0.1892987152935963,3,spearman
multilingual-e5-large-instruct,rai,Mand,0.2054450095417295,3,spearman
potion-base-8M,welfare,1,0.13375826194849474,3,spearman
xlm-roberta-large,welfare,3,0.13004835651928354,3,spearman
multilingual-e5-base,welfare,2,0.1826182641363513,3,spearman
nb-sbert-base,rai,Kvinde,0.21770228788485857,3,spearman
potion-multilingual-128M,rai,Kvinde,0.15394467420680708,3,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,11,0.32873547670852,3,spearman
static-similarity-mrl-multilingual-v1,welfare,4,0.16296404695171188,3,spearman
M2V_base_glove_subword,welfare,11,0.1329256061777028,3,spearman
snowflake-arctic-embed-l-v2.0,welfare,11,0.24723454509081044,3,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,1,0.3299299060177485,3,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,11,0.28598155818536225,3,spearman
text-embedding-3-large,welfare,1,0.2686074563766741,3,spearman
multilingual-e5-small,welfare,1,0.1976873416627753,3,spearman
LaBSE,welfare,3,0.21370290387810378,3,spearman
model2vecdk,welfare,2,0.2033386992754207,3,spearman
paraphrase-multilingual-MiniLM-L12-v2,rai,Unknown,0.23322925218020618,3,spearman
potion-multilingual-128M,rai,Unknown,0.1680746473274405,3,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,3,0.25210088928446295,3,spearman
LaBSE,rai,Unknown,0.19576837882762999,3,spearman
multilingual-e5-small,welfare,11,0.20804433446074722,3,spearman
snowflake-arctic-embed-l-v2.0,welfare,4,0.22821033906163968,3,spearman
multilingual-e5-small,welfare,4,0.1654261362094141,3,spearman
text-embedding-ada-002,welfare,3,0.22388035954877128,3,spearman
model2vecdk-stem,welfare,4,0.18578138878398995,3,spearman
M2V_base_glove,welfare,11,0.07330584523311862,3,spearman
text-embedding-3-large,welfare,3,0.22842090471111173,3,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,3,0.2936070056488802,3,spearman
dfm-sentence-encoder-large,rai,Unknown,0.2143740186774653,3,spearman
nb-sbert-base,welfare,11,0.2648942487947138,3,spearman
model2vecdk,welfare,3,0.25454391428860434,3,spearman
multilingual-e5-base,rai,Unknown,0.2049740742195694,3,spearman
M2V_base_output,welfare,2,0.05410231686445658,3,spearman
potion-base-2M,welfare,1,0.10798767671918372,3,spearman
multilingual-e5-large,welfare,1,0.2205768742473007,3,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,11,0.1563118319055055,3,spearman
xlm-roberta-large,welfare,11,0.13496078318971536,3,spearman
text-embedding-3-large,welfare,11,0.28555403967335563,3,spearman
model2vecdk,rai,Mand,0.16892929888109276,3,spearman
snowflake-arctic-embed-l-v2.0,rai,Unknown,0.18605937369518827,3,spearman
mxbai-embed-large-v1,welfare,3,0.11184685002886002,3,spearman
Qwen3-Embedding-Scandi-0.6B,rai,Mand,0.13358919994203858,3,spearman
text-embedding-3-small,welfare,11,0.292886016189263,3,spearman
potion-base-8M,welfare,3,0.10979234521895657,3,spearman
EmbeddingGemma-Scandi-300m,welfare,11,0.32971665113448584,3,spearman
multilingual-e5-small,rai,Kvinde,0.19265061409578874,3,spearman
multilingual-e5-base,welfare,1,0.20882804262505172,3,spearman
potion-base-8M,welfare,11,0.1529732280482324,3,spearman
nb-sbert-base,rai,Unknown,0.2392035781607932,3,spearman
text-embedding-ada-002,rai,Unknown,0.21628915728704615,3,spearman
potion-multilingual-128M,welfare,11,0.2648889734557161,3,spearman
M2V_base_output,rai,Kvinde,0.10709842262510533,3,spearman
multilingual-e5-large,welfare,11,0.22122082596751044,3,spearman
mmBERTscandi-base-embedding,welfare,2,0.13747324241862327,3,spearman
multilingual-e5-base,welfare,3,0.2040008596907476,3,spearman
LaBSE,welfare,1,0.22861823386073726,3,spearman
multilingual-e5-large-instruct,welfare,4,0.1963668299403502,3,spearman
multilingual-e5-large-instruct,welfare,2,0.22334660981406376,3,spearman
potion-base-8M,rai,Mand,0.127769306178451,3,spearman
multilingual-e5-base,rai,Mand,0.1729742689537626,3,spearman
M2V_base_glove_subword,welfare,4,0.1390024785187246,3,spearman
EmbeddingGemma-Scandi-300m,welfare,4,0.2831668081662105,3,spearman
nb-sbert-base,welfare,3,0.24619455074844704,3,spearman
static-similarity-mrl-multilingual-v1,rai,Kvinde,0.12156940010227853,3,spearman
multilingual-e5-small,welfare,2,0.18116303038275872,3,spearman
M2V_base_glove_subword,welfare,1,0.08108258769100024,3,spearman
xlm-roberta-large,welfare,1,0.10719718292905601,3,spearman
M2V_base_glove_subword,rai,Mand,0.12784157225890427,3,spearman
mmBERTscandi-base-embedding,welfare,1,0.19222723204112646,3,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,3,0.1259715249019719,3,spearman
EmbeddingGemma-Scandi-300m,rai,Unknown,0.1428576373672914,4,spearman
potion-multilingual-128M,rai,Unknown,0.16207154631897158,4,spearman
multilingual-e5-base,welfare,4,0.1828523771035128,4,spearman
multilingual-e5-base,rai,Mand,0.17524358823787123,4,spearman
potion-base-8M,welfare,4,0.1593822977932627,4,spearman
text-embedding-3-small,rai,Unknown,0.22446454980135833,4,spearman
M2V_base_output,rai,Mand,0.12354435402400706,4,spearman
paraphrase-multilingual-MiniLM-L12-v2,rai,Mand,0.19370475830248002,4,spearman
multilingual-e5-small,welfare,3,0.16565245332114273,4,spearman
text-embedding-ada-002,rai,Mand,0.19206822969658793,4,spearman
nb-sbert-base,welfare,4,0.24903300195658531,4,spearman
M2V_base_glove_subword,welfare,2,0.02816639149669092,4,spearman
xlm-roberta-base,welfare,11,0.11181032166586359,4,spearman
multilingual-e5-large,welfare,11,0.2321420941514115,4,spearman
EmbeddingGemma-Scandi-300m,rai,Mand,0.18507158366392062,4,spearman
potion-base-4M,rai,Kvinde,0.09250880440917249,4,spearman
m2v-dfm-large,welfare,3,0.1956592617006186,4,spearman
M2V_base_glove_subword,welfare,1,0.09830459292062557,4,spearman
EmbeddingGemma-Scandi-300m,rai,Kvinde,0.20757019070692703,4,spearman
multilingual-e5-small,welfare,2,0.17143721929583167,4,spearman
m2v-dfm-large,welfare,11,0.22589910630124915,4,spearman
static-similarity-mrl-multilingual-v1,rai,Mand,0.14429030026841733,4,spearman
model2vecdk,rai,Mand,0.16728266919476995,4,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,4,0.3046879957837092,4,spearman
M2V_base_glove,rai,Kvinde,0.1097112983107826,4,spearman
multilingual-e5-small,rai,Kvinde,0.19496240349265564,4,spearman
M2V_base_glove_subword,rai,Unknown,0.11440461210220648,4,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,3,0.13195411934094112,4,spearman
snowflake-arctic-embed-l-v2.0,welfare,11,0.2537946035665716,4,spearman
dfm-sentence-encoder-large,welfare,2,0.1386563700652469,4,spearman
paraphrase-multilingual-MiniLM-L12-v2,rai,Kvinde,0.19916352381814165,4,spearman
mmBERTscandi-base-embedding,welfare,2,0.1383837036766102,4,spearman
potion-base-2M,welfare,4,0.1274044751945408,4,spearman
m2v-dfm-large,welfare,2,0.18018591746584087,4,spearman
text-embedding-3-large,welfare,11,0.2806237446609659,4,spearman
text-embedding-3-small,rai,Kvinde,0.2050517930658603,4,spearman
mmBERTscandi-base-embedding,welfare,3,0.17038975767405376,4,spearman
multilingual-e5-small,welfare,4,0.17605577912839737,4,spearman
model2vecdk,welfare,11,0.291035790200636,4,spearman
multilingual-e5-large,welfare,4,0.1935216546675145,4,spearman
nb-sbert-base,welfare,2,0.23271595507441958,4,spearman
dfm-sentence-encoder-large,rai,Unknown,0.20188193460485077,4,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,11,0.28409855188657557,4,spearman
potion-base-2M,welfare,1,0.10912096653628338,4,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,2,0.24978038776773026,4,spearman
xlm-roberta-base,rai,Unknown,0.1909778170468802,4,spearman
xlm-roberta-large,welfare,11,0.14616869754879988,4,spearman
mxbai-embed-large-v1,welfare,3,0.11087702240708205,4,spearman
potion-base-2M,rai,Unknown,0.10862689261407447,4,spearman
multilingual-e5-large,rai,Kvinde,0.19970672415137783,4,spearman
EmbeddingGemma-Scandi-300m,welfare,1,0.27270211614026846,4,spearman
paraphrase-multilingual-mpnet-base-v2,rai,Mand,0.2318291987537079,4,spearman
xlm-roberta-large,rai,Kvinde,0.11362535319407915,4,spearman
potion-base-2M,welfare,11,0.1510437704508942,4,spearman
model2vecdk-stem,rai,Kvinde,0.1905739887148276,4,spearman
text-embedding-3-small,welfare,3,0.2464070174550794,4,spearman
snowflake-arctic-embed-l-v2.0,welfare,3,0.23888250070056297,4,spearman
mxbai-embed-large-v1,welfare,2,0.09709312371408611,4,spearman
text-embedding-3-large,welfare,3,0.23423752479662502,4,spearman
potion-base-8M,rai,Mand,0.1243014565429077,4,spearman
M2V_base_output,welfare,11,0.14873857153872827,4,spearman
mmBERTscandi-base-embedding,welfare,4,0.21749442808333452,4,spearman
multilingual-e5-large-instruct,welfare,4,0.18729695854004738,4,spearman
mmBERTscandi-base-embedding,rai,Kvinde,0.16755701417623123,4,spearman
mxbai-embed-large-v1,welfare,11,0.12104934259007744,4,spearman
multilingual-e5-large-instruct,welfare,2,0.23338746920276585,4,spearman
potion-base-4M,welfare,3,0.11198017499696686,4,spearman
mxbai-embed-large-v1,welfare,1,0.12201137886522621,4,spearman
multilingual-e5-small,rai,Unknown,0.1771473272354185,4,spearman
model2vecdk,rai,Unknown,0.217971432444671,4,spearman
potion-multilingual-128M,welfare,1,0.23029625360424058,4,spearman
M2V_base_glove,welfare,3,0.08098350641337757,4,spearman
xlm-roberta-base,welfare,3,0.07766100205863198,4,spearman
potion-base-8M,welfare,11,0.14540799104282892,4,spearman
multilingual-e5-large,welfare,3,0.20641473929285517,4,spearman
M2V_base_glove_subword,rai,Mand,0.12987017751680685,4,spearman
M2V_base_glove,rai,Mand,0.1084456711695022,4,spearman
static-similarity-mrl-multilingual-v1,welfare,1,0.2154269452740959,4,spearman
dfm-sentence-encoder-large,welfare,1,0.17152575663918426,4,spearman
Qwen3-Embedding-0.6B,rai,Kvinde,0.05042944793815111,4,spearman
multilingual-e5-large-instruct,rai,Kvinde,0.24952246854355856,4,spearman
M2V_base_glove_subword,welfare,11,0.1487624417235019,4,spearman
bge-m3,rai,Kvinde,0.22250832517287736,4,spearman
model2vecdk,welfare,3,0.2485638117377297,4,spearman
text-embedding-ada-002,rai,Kvinde,0.20381816544586157,4,spearman
static-similarity-mrl-multilingual-v1,rai,Kvinde,0.12514006171724537,4,spearman
text-embedding-3-large,rai,Kvinde,0.22300235341909738,4,spearman
M2V_base_glove,welfare,2,0.0238210947530406,4,spearman
Qwen3-Embedding-Scandi-0.6B,rai,Unknown,0.22713579105294263,4,spearman
model2vecdk-stem,welfare,1,0.18694502140238578,4,spearman
Qwen3-Embedding-Scandi-0.6B,rai,Mand,0.13322668243443891,4,spearman
bge-m3,rai,Unknown,0.20078715823737087,4,spearman
potion-base-8M,rai,Kvinde,0.10458743879492562,4,spearman
nb-sbert-base,rai,Mand,0.22948179837315222,4,spearman
dfm-sentence-encoder-large,welfare,3,0.14656269516918013,4,spearman
snowflake-arctic-embed-l-v2.0,welfare,1,0.25682564069636177,4,spearman
nb-sbert-base,rai,Kvinde,0.2173419934081642,4,spearman
text-embedding-ada-002,welfare,3,0.21612768345591,4,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,11,0.16082806919712195,4,spearman
static-similarity-mrl-multilingual-v1,welfare,4,0.16269146019765182,4,spearman
mxbai-embed-large-v1,rai,Kvinde,0.1190339896564111,4,spearman
xlm-roberta-large,welfare,1,0.10504586654825687,4,spearman
model2vecdk-stem,welfare,2,0.1256780961951637,4,spearman
mmBERTscandi-base-embedding,rai,Unknown,0.20760815767970522,4,spearman
potion-base-8M,welfare,1,0.1283720532817462,4,spearman
model2vecdk-stem,rai,Mand,0.17257086439457378,4,spearman
model2vecdk-stem,welfare,11,0.23337338730708923,4,spearman
paraphrase-multilingual-MiniLM-L12-v2,rai,Unknown,0.23306289308819053,4,spearman
potion-multilingual-128M,rai,Kvinde,0.15842604532330654,4,spearman
snowflake-arctic-embed-l-v2.0,welfare,2,0.2510270723451006,4,spearman
snowflake-arctic-embed-l-v2.0,rai,Unknown,0.19235803881503943,4,spearman
LaBSE,welfare,11,0.2540599801445156,4,spearman
potion-base-4M,welfare,1,0.11695228035313117,4,spearman
potion-multilingual-128M,welfare,11,0.26131250768538306,4,spearman
Qwen3-Embedding-0.6B,welfare,2,0.0896636018935805,4,spearman
model2vecdk,welfare,2,0.20078902488021236,4,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,3,0.249039685246188,4,spearman
multilingual-e5-base,welfare,11,0.20433960468786885,4,spearman
multilingual-e5-small,rai,Mand,0.18049486816256363,4,spearman
m2v-dfm-large,rai,Unknown,0.2330675071159112,4,spearman
multilingual-e5-small,welfare,1,0.2068195912753928,4,spearman
nb-sbert-base,welfare,1,0.27866891664488275,4,spearman
m2v-dfm-large,rai,Kvinde,0.19350644784454687,4,spearman
multilingual-e5-base,welfare,3,0.20345814973909265,4,spearman
potion-multilingual-128M,welfare,4,0.27474121395134704,4,spearman
snowflake-arctic-embed-l-v2.0,rai,Kvinde,0.21216439256719594,4,spearman
xlm-roberta-base,welfare,2,0.04037608172774092,4,spearman
Qwen3-Embedding-0.6B,rai,Mand,0.018690616628637264,4,spearman
M2V_base_output,welfare,4,0.14223597805099428,4,spearman
multilingual-e5-large,welfare,2,0.20435252925262168,4,spearman
text-embedding-ada-002,welfare,1,0.2683969114377551,4,spearman
LaBSE,welfare,3,0.21274223981650262,4,spearman
xlm-roberta-base,rai,Mand,0.1390904487764418,4,spearman
multilingual-e5-base,welfare,1,0.19316201960787005,4,spearman
mmBERTscandi-base-embedding,rai,Mand,0.1493125479760693,4,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,11,0.33322198547694254,4,spearman
potion-base-2M,rai,Kvinde,0.09536261239823733,4,spearman
text-embedding-ada-002,rai,Unknown,0.23624196183550467,4,spearman
Qwen3-Embedding-0.6B,welfare,1,0.08478838658656129,4,spearman
text-embedding-3-large,rai,Unknown,0.25074897689401315,4,spearman
text-embedding-3-large,welfare,1,0.2587456445992285,4,spearman
text-embedding-3-large,rai,Mand,0.2355907135851891,4,spearman
LaBSE,welfare,1,0.23852188278966313,4,spearman
multilingual-e5-large-instruct,rai,Mand,0.20862892719700074,4,spearman
potion-base-4M,welfare,4,0.1602405440081518,4,spearman
paraphrase-multilingual-mpnet-base-v2,rai,Unknown,0.23637124815728147,4,spearman
LaBSE,rai,Kvinde,0.17059029883947133,4,spearman
paraphrase-multilingual-mpnet-base-v2,rai,Kvinde,0.25339431544322827,4,spearman
model2vecdk,rai,Kvinde,0.1889697416407141,4,spearman
m2v-dfm-large,welfare,4,0.20995112923139778,4,spearman
static-similarity-mrl-multilingual-v1,welfare,2,0.17907721970249998,4,spearman
bge-m3,welfare,11,0.2876838328062587,4,spearman
dfm-sentence-encoder-large,rai,Mand,0.1886965606450864,4,spearman
LaBSE,rai,Unknown,0.19907150593610337,4,spearman
nb-sbert-base,welfare,3,0.244898585833876,4,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,1,0.3254274542695463,4,spearman
EmbeddingGemma-Scandi-300m,welfare,2,0.24552420240204878,4,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,1,0.2802032544193418,4,spearman
multilingual-e5-base,rai,Kvinde,0.1946726050277528,4,spearman
potion-multilingual-128M,rai,Mand,0.16370766350021454,4,spearman
nb-sbert-base,welfare,11,0.2674463183611967,4,spearman
M2V_base_glove_subword,welfare,3,0.08775563287928635,4,spearman
dfm-sentence-encoder-large,welfare,11,0.1965217094693909,4,spearman
multilingual-e5-large-instruct,welfare,1,0.2743514134014787,4,spearman
text-embedding-3-small,welfare,1,0.29328132336931695,4,spearman
M2V_base_glove,welfare,4,0.10941100185436403,4,spearman
text-embedding-ada-002,welfare,2,0.19936411615880362,4,spearman
text-embedding-3-large,welfare,2,0.2161199403561122,4,spearman
potion-base-4M,rai,Unknown,0.08705506194656386,4,spearman
M2V_base_output,rai,Unknown,0.0875574829662088,4,spearman
potion-multilingual-128M,welfare,2,0.17036273321002865,4,spearman
mxbai-embed-large-v1,welfare,4,0.12536717581037926,4,spearman
static-similarity-mrl-multilingual-v1,welfare,11,0.167695949574792,4,spearman
nb-sbert-base,rai,Unknown,0.2253869811752435,4,spearman
M2V_base_glove_subword,welfare,4,0.14448564752079537,4,spearman
model2vecdk,welfare,4,0.26247551898182403,4,spearman
M2V_base_glove,rai,Unknown,0.07307198894804799,4,spearman
potion-base-4M,welfare,2,0.06835844616506326,4,spearman
xlm-roberta-large,welfare,4,0.14618471050791448,4,spearman
dfm-sentence-encoder-large,rai,Kvinde,0.1787219884840914,4,spearman
xlm-roberta-large,welfare,2,0.04798082663882079,4,spearman
M2V_base_glove,welfare,1,0.07803382274396645,4,spearman
static-similarity-mrl-multilingual-v1,rai,Unknown,0.0940962101993422,4,spearman
mmBERTscandi-base-embedding,welfare,1,0.19028409455303452,4,spearman
text-embedding-ada-002,welfare,11,0.27406428438101277,4,spearman
snowflake-arctic-embed-l-v2.0,welfare,4,0.23477847095435703,4,spearman
potion-multilingual-128M,welfare,3,0.2170527243757341,4,spearman
potion-base-4M,rai,Mand,0.11626080691891931,4,spearman
Qwen3-Embedding-0.6B,welfare,4,0.006763158033425093,4,spearman
model2vecdk-stem,welfare,4,0.1826908935787157,4,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,4,0.285358699876743,4,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,3,0.30259944191290383,4,spearman
M2V_base_output,welfare,2,0.04620189132417839,4,spearman
multilingual-e5-large-instruct,welfare,11,0.23878229473322984,4,spearman
model2vecdk-stem,welfare,3,0.19107224718934043,4,spearman
xlm-roberta-base,welfare,1,0.09114539041071434,4,spearman
bge-m3,rai,Mand,0.20001380957893453,4,spearman
xlm-roberta-large,welfare,3,0.13242013233528607,4,spearman
text-embedding-3-small,welfare,4,0.28542585055239017,4,spearman
LaBSE,rai,Mand,0.18261142146170745,4,spearman
Qwen3-Embedding-0.6B,welfare,3,0.030213343681902618,4,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,2,0.11503776824466057,4,spearman
multilingual-e5-large-instruct,welfare,3,0.2589776715504553,4,spearman
text-embedding-3-small,rai,Mand,0.18417624900594143,4,spearman
EmbeddingGemma-Scandi-300m,welfare,3,0.3026128744371818,4,spearman
xlm-roberta-large,rai,Mand,0.1114676488298288,4,spearman
multilingual-e5-small,welfare,11,0.1977654590378462,4,spearman
static-similarity-mrl-multilingual-v1,welfare,3,0.17538007493752977,4,spearman
m2v-dfm-large,rai,Mand,0.20782093913707217,4,spearman
M2V_base_output,welfare,3,0.11366299128995197,4,spearman
multilingual-e5-large,rai,Mand,0.18481414959463882,4,spearman
snowflake-arctic-embed-l-v2.0,rai,Mand,0.19612441104631503,4,spearman
mxbai-embed-large-v1,rai,Mand,0.13817927159004675,4,spearman
multilingual-e5-large,welfare,1,0.21450653604386127,4,spearman
multilingual-e5-base,welfare,2,0.17752071636301522,4,spearman
text-embedding-3-large,welfare,4,0.2135450290715055,4,spearman
