model,dataset,difficulty,statistic,auc_mean,ci_lo,ci_hi
potion-base-8M,rai,Hard ($r_i(t)$: bottom 20%),Mean,0.025889631586463815,0.01350521939675004,0.03821849340064367
M2V_base_glove_subword,gov-ai,Hard ($r_i(t)$: bottom 20%),Worst,0.006966961578984654,-0.007155075584066644,0.02449307801084974
text-embedding-3-small,welfare,Easy ($r_i(t)$: top 20%),Worst,0.4429260450411355,0.404301435655525,0.4731253415437576
potion-base-4M,welfare,Easy ($r_i(t)$: top 20%),Mean,0.21054960463860325,0.1628939791392309,0.2613711564049754
Qwen3-Embedding-0.6B,welfare,Hard ($r_i(t)$: bottom 20%),Best,-0.0032308244925335085,-0.013739615490195844,0.01054134319542873
M2V_base_output,rai,Easy ($r_i(t)$: top 20%),Worst,0.08766761823086032,0.025817289250558,0.13281518353248634
nb-sbert-base,welfare,Easy ($r_i(t)$: top 20%),Mean,0.46451110178539123,0.44277374545086573,0.4887113534543621
human-mds-oracle,welfare,Easy ($r_i(t)$: top 20%),Mean,0.6467364723547874,0.612219003816789,0.6894158588973257
xlm-roberta-base,gov-ai,Easy ($r_i(t)$: top 20%),Worst,0.17047686328443024,0.15760102776241122,0.1894907387456718
text-embedding-3-large,welfare,Hard ($r_i(t)$: bottom 20%),Worst,0.0031237312020278105,-0.008459384820552179,0.016995390520369497
EmbeddingGemma-Scandi-300m,rai,Easy ($r_i(t)$: top 20%),Best,0.34826626556591195,0.32342765113065897,0.3776295621361841
tfidf-char35,gov-ai,Hard ($r_i(t)$: bottom 20%),Worst,-0.0024959238857028775,-0.01585804457242925,0.007079016451577638
nb-sbert-base,gov-ai,Easy ($r_i(t)$: top 20%),Best,0.31298326770098067,0.2769653062202382,0.3531746159036463
model2vecdk,welfare,Easy ($r_i(t)$: top 20%),Best,0.4103736663390967,0.37739334774983724,0.44099683745968427
paraphrase-multilingual-mpnet-base-v2,rai,Easy ($r_i(t)$: top 20%),Worst,0.37641665227202964,0.3601402420020661,0.38953601114646075
Human,welfare,Easy ($r_i(t)$: top 20%),Worst,0.6766146959456104,0.5364410156150234,0.8045004582930125
text-embedding-ada-002,gov-ai,Hard ($r_i(t)$: bottom 20%),Best,0.01525489823805299,0.003423638983120497,0.03294333966180476
M2V_base_glove_subword,gov-ai,Easy ($r_i(t)$: top 20%),Worst,0.21213474691001755,0.17676102420273102,0.2483801237980804
Qwen3-Embedding-Scandi-0.6B,rai,Easy ($r_i(t)$: top 20%),Worst,0.2815790507245595,0.2582031689315999,0.30209042669195435
bge-m3,rai,Easy ($r_i(t)$: top 20%),Mean,0.33363258520241584,0.3184759469313916,0.3490422689341889
snowflake-arctic-embed-l-v2.0,welfare,Easy ($r_i(t)$: top 20%),Worst,0.4284568449284702,0.39711874113454293,0.4524759304538366
dfm-sentence-encoder-large,rai,Easy ($r_i(t)$: top 20%),Best,0.3042737584234029,0.28356697179627005,0.33676965613741566
text-embedding-3-large,welfare,Hard ($r_i(t)$: bottom 20%),Mean,0.020134330934675725,0.012821722533504255,0.02980180771936354
text-embedding-3-large,rai,Hard ($r_i(t)$: bottom 20%),Best,0.03115207254086659,0.018412455234334164,0.057603727360752456
LaBSE,welfare,Hard ($r_i(t)$: bottom 20%),Worst,0.0059226902944516805,-0.007470565704327755,0.014936912883014184
potion-base-8M,rai,Easy ($r_i(t)$: top 20%),Best,0.15128208351512928,0.12814165216562606,0.16867188527873497
text-embedding-3-large,gov-ai,Hard ($r_i(t)$: bottom 20%),Worst,0.021778303579606497,0.009467378489318922,0.03438009202855452
M2V_base_output,rai,Hard ($r_i(t)$: bottom 20%),Mean,0.029492785100007017,0.018253181654093942,0.044455656089299224
tfidf-char35,gov-ai,Easy ($r_i(t)$: top 20%),Best,0.16482609581190769,0.1473186855592377,0.1887033835537191
bge-m3,rai,Hard ($r_i(t)$: bottom 20%),Best,0.026990286394014098,0.013612072993041586,0.0454894449668252
tfidf-char35,rai,Easy ($r_i(t)$: top 20%),Best,0.2709987083213773,0.21590540953907184,0.3351260470839646
static-similarity-mrl-multilingual-v1,welfare,Easy ($r_i(t)$: top 20%),Mean,0.3144495317134333,0.3040099199474939,0.3247199864262574
xlm-roberta-large,welfare,Hard ($r_i(t)$: bottom 20%),Best,0.03259312597789371,0.021340504171829443,0.04538983265644227
tfidf-char35,gov-ai,Hard ($r_i(t)$: bottom 20%),Best,-0.0024959238857028775,-0.01585804457242925,0.007079016451577638
tfidf-char35,welfare,Hard ($r_i(t)$: bottom 20%),Mean,0.0088310270336475,-0.008340562189935306,0.023411362567012987
Human,rai,Easy ($r_i(t)$: top 20%),Mean,0.8580479043653908,0.8255157777331849,0.8836305666120419
Qwen3-Embedding-Scandi-0.6B,welfare,Easy ($r_i(t)$: top 20%),Worst,0.2675624289013366,0.2424596078674692,0.2942663614138964
Human,gov-ai,Easy ($r_i(t)$: top 20%),Mean,0.7270721913307144,0.5483116296792209,0.8129226966415982
model2vecdk-stem,welfare,Hard ($r_i(t)$: bottom 20%),Best,0.030074784468375002,0.020222044112125453,0.041725154468032634
Qwen3-Embedding-0.6B,welfare,Hard ($r_i(t)$: bottom 20%),Worst,-0.035221296519989106,-0.05139407720926361,-0.024072337499094393
bge-m3,gov-ai,Hard ($r_i(t)$: bottom 20%),Mean,0.010348087492274522,-0.004676002150263555,0.021100727531460868
jaccard-binary,rai,Hard ($r_i(t)$: bottom 20%),Best,-0.172993613948163,-0.1875887923293858,-0.1420551577960744
m2v-dfm-large,gov-ai,Hard ($r_i(t)$: bottom 20%),Mean,0.006302397458072464,-0.006434931415816403,0.019975586116224877
potion-base-2M,rai,Easy ($r_i(t)$: top 20%),Best,0.1426461039737502,0.1120596700316249,0.16991201154343824
static-similarity-mrl-multilingual-v1,rai,Easy ($r_i(t)$: top 20%),Worst,0.20648420709633344,0.1893502588689851,0.2171873208789019
text-embedding-3-large,welfare,Easy ($r_i(t)$: top 20%),Worst,0.4305987709975293,0.39243393050799374,0.46030005034158766
mxbai-embed-large-v1,gov-ai,Hard ($r_i(t)$: bottom 20%),Worst,0.018056165376247636,0.007974542406130658,0.030525791364124866
M2V_base_glove_subword,welfare,Easy ($r_i(t)$: top 20%),Best,0.26006520326911065,0.2221462903475083,0.30419060164473605
human-mds-oracle,rai,Easy ($r_i(t)$: top 20%),Worst,0.5126526990577199,0.46079019238517527,0.5469479879713259
text-embedding-ada-002,welfare,Hard ($r_i(t)$: bottom 20%),Mean,0.015789993295838047,0.00570456932632916,0.024537681710778633
m2v-dfm-large,welfare,Easy ($r_i(t)$: top 20%),Worst,0.3296969627906307,0.3063545346564807,0.3537862379882878
M2V_base_glove_subword,welfare,Hard ($r_i(t)$: bottom 20%),Worst,0.020772908180749415,0.00664813333230756,0.03370368920389802
snowflake-arctic-embed-l-v2.0,rai,Hard ($r_i(t)$: bottom 20%),Mean,0.021021586777151505,0.0123783320228215,0.028880911117801333
multilingual-e5-small,welfare,Hard ($r_i(t)$: bottom 20%),Mean,0.004891089114606454,-0.0011087254599207157,0.014687182872850198
EmbeddingGemma-Scandi-300m,rai,Easy ($r_i(t)$: top 20%),Worst,0.31707951961067016,0.3066375361424737,0.32559305061516325
xlm-roberta-large,welfare,Hard ($r_i(t)$: bottom 20%),Worst,0.010432142612280926,-0.006966283310704252,0.026681670512134797
model2vecdk,rai,Hard ($r_i(t)$: bottom 20%),Mean,0.015206391988081632,0.0017640956752530924,0.024796478081603374
dfm-sentence-encoder-large,gov-ai,Hard ($r_i(t)$: bottom 20%),Best,0.01754295333484405,0.005855425323205394,0.03155147158233374
bge-m3,welfare,Hard ($r_i(t)$: bottom 20%),Worst,-0.0025814647565392734,-0.01503665365817923,0.009166008459936592
potion-base-8M,gov-ai,Easy ($r_i(t)$: top 20%),Mean,0.25029932100321794,0.2138088473951688,0.28709605218702594
model2vecdk,rai,Easy ($r_i(t)$: top 20%),Worst,0.2786157341643185,0.24359943314908963,0.30009673223559646
model2vecdk,welfare,Easy ($r_i(t)$: top 20%),Worst,0.34088886657391115,0.2923935993178396,0.3936941410253437
Qwen3-Embedding-Scandi-0.6B,welfare,Hard ($r_i(t)$: bottom 20%),Worst,-0.01072446847533979,-0.0249882362219883,0.002220929959107102
model2vecdk-stem,rai,Hard ($r_i(t)$: bottom 20%),Worst,0.012646343064273233,0.0019137964913030993,0.027650777614118296
m2v-dfm-large,rai,Hard ($r_i(t)$: bottom 20%),Worst,0.006822902448876404,-0.011176534339437947,0.020098028110772655
multilingual-e5-large-instruct,rai,Easy ($r_i(t)$: top 20%),Mean,0.4091264759945739,0.3920778820938712,0.42672207132932466
potion-base-2M,welfare,Easy ($r_i(t)$: top 20%),Worst,0.1337688721915575,0.07456065710891216,0.1774033220027699
xlm-roberta-base,gov-ai,Easy ($r_i(t)$: top 20%),Best,0.17047686328443024,0.15760102776241122,0.1894907387456718
xlm-roberta-base,gov-ai,Hard ($r_i(t)$: bottom 20%),Mean,0.011408959783088406,-0.0013976914877565914,0.020931794108366854
mxbai-embed-large-v1,welfare,Hard ($r_i(t)$: bottom 20%),Mean,0.02067922890784943,0.011047326740059803,0.031635212904090104
multilingual-e5-large-instruct,gov-ai,Easy ($r_i(t)$: top 20%),Mean,0.33684716321291014,0.2982402385871546,0.3757640014080072
Qwen3-Embedding-Scandi-0.6B,rai,Easy ($r_i(t)$: top 20%),Best,0.35128839535331424,0.2975014450452861,0.4118569715039668
human-mds-oracle,rai,Easy ($r_i(t)$: top 20%),Mean,0.5437122391938641,0.5274621966041628,0.5596594231873709
paraphrase-multilingual-mpnet-base-v2,rai,Hard ($r_i(t)$: bottom 20%),Worst,0.006047694255558935,-0.01748484515911699,0.01519571120137929
paraphrase-multilingual-MiniLM-L12-v2,welfare,Easy ($r_i(t)$: top 20%),Best,0.5395411704591853,0.494878819054856,0.5968317157040589
tfidf-char35,rai,Hard ($r_i(t)$: bottom 20%),Worst,-0.0070548969203687965,-0.013389593434221917,-0.0013257018756569127
EmbeddingGemma-Scandi-300m,gov-ai,Easy ($r_i(t)$: top 20%),Worst,0.3308852850847236,0.2911560257029552,0.3710624034638178
LaBSE,gov-ai,Easy ($r_i(t)$: top 20%),Mean,0.25209725099811814,0.21958835228654608,0.2822400595902411
potion-base-2M,gov-ai,Hard ($r_i(t)$: bottom 20%),Worst,0.009532511929876206,-0.0033404336080362445,0.02250779597376309
Qwen3-Embedding-Scandi-0.6B,gov-ai,Easy ($r_i(t)$: top 20%),Worst,0.3387647027512768,0.28053269164222794,0.39336194391941975
multilingual-e5-base,gov-ai,Easy ($r_i(t)$: top 20%),Best,0.2656010191679522,0.2425303207697372,0.2968316969254549
human-mds-oracle,rai,Hard ($r_i(t)$: bottom 20%),Best,0.09619906200177684,0.07845735148828094,0.14993237115612537
multilingual-e5-large,rai,Hard ($r_i(t)$: bottom 20%),Mean,0.008424803600692102,-0.004783762465032539,0.02313998378460006
model2vecdk,gov-ai,Hard ($r_i(t)$: bottom 20%),Worst,0.013905735625703276,0.00038479502557132176,0.02486211702410517
M2V_base_output,gov-ai,Hard ($r_i(t)$: bottom 20%),Mean,-0.002849938837338413,-0.015511391704716142,0.009827128807989602
dfm-sentence-encoder-large,gov-ai,Hard ($r_i(t)$: bottom 20%),Mean,0.01754295333484405,0.005855425323205394,0.03155147158233374
text-embedding-3-small,welfare,Easy ($r_i(t)$: top 20%),Mean,0.46300664505066175,0.42783880324592466,0.49267111825257187
mxbai-embed-large-v1,welfare,Hard ($r_i(t)$: bottom 20%),Worst,0.006299268529867821,-0.00697863258030694,0.0237323152038982
LaBSE,gov-ai,Hard ($r_i(t)$: bottom 20%),Mean,0.003159725305576431,-0.0037513910644025954,0.013624715830548785
human-mds-oracle,gov-ai,Hard ($r_i(t)$: bottom 20%),Worst,0.09624401049854527,0.08162371972255511,0.11451770284549716
potion-multilingual-128M,welfare,Easy ($r_i(t)$: top 20%),Mean,0.39885357679512884,0.35737158930107005,0.4396959364473954
M2V_base_output,gov-ai,Easy ($r_i(t)$: top 20%),Mean,0.21695852705054985,0.18517618543844785,0.2498744341593284
M2V_base_glove_subword,gov-ai,Easy ($r_i(t)$: top 20%),Best,0.21213474691001755,0.17676102420273102,0.2483801237980804
text-embedding-3-large,gov-ai,Easy ($r_i(t)$: top 20%),Worst,0.3390885309613737,0.30751754514285956,0.3756207405826082
mmBERTscandi-base-embedding,rai,Easy ($r_i(t)$: top 20%),Worst,0.2851102122995387,0.26096534990973796,0.303000235025363
model2vecdk,rai,Hard ($r_i(t)$: bottom 20%),Best,0.022844471783203167,0.012087613438846057,0.04701293144289608
mxbai-embed-large-v1,welfare,Easy ($r_i(t)$: top 20%),Worst,0.19063122144493222,0.16315024471121126,0.21365948729125533
potion-base-8M,welfare,Easy ($r_i(t)$: top 20%),Mean,0.21926636989649967,0.1779049852424475,0.2624096335235927
dfm-sentence-encoder-large,rai,Hard ($r_i(t)$: bottom 20%),Mean,0.030485844635270785,0.020916687840292932,0.0451394565461953
human-mds-oracle,gov-ai,Hard ($r_i(t)$: bottom 20%),Mean,0.09624401049854527,0.08162371972255511,0.11451770284549716
M2V_base_glove_subword,rai,Hard ($r_i(t)$: bottom 20%),Mean,0.035771956767663676,0.021604038015122153,0.04594388201536425
Qwen3-Embedding-0.6B,gov-ai,Easy ($r_i(t)$: top 20%),Worst,0.29204455445395805,0.2517397562792327,0.3312819771136582
Human,gov-ai,Hard ($r_i(t)$: bottom 20%),Best,0.72316283879987,0.5321132678228442,0.8432226188481223
potion-base-4M,gov-ai,Easy ($r_i(t)$: top 20%),Worst,0.24877425443446805,0.21481096528595678,0.28872365910845915
m2v-dfm-large,gov-ai,Easy ($r_i(t)$: top 20%),Mean,0.15154107245438642,0.1302025577583078,0.16537853850857012
m2v-dfm-large,rai,Hard ($r_i(t)$: bottom 20%),Mean,0.016364356579223856,0.0068626817820130635,0.029844523647311126
nb-sbert-base,gov-ai,Hard ($r_i(t)$: bottom 20%),Worst,0.01579365677959272,0.005894415663228852,0.02536523601508092
m2v-dfm-large,gov-ai,Hard ($r_i(t)$: bottom 20%),Best,0.006302397458072464,-0.006434931415816403,0.019975586116224877
paraphrase-multilingual-MiniLM-L12-v2,gov-ai,Easy ($r_i(t)$: top 20%),Mean,0.32627984094035734,0.2877273194461326,0.36579354034172534
model2vecdk-stem,rai,Easy ($r_i(t)$: top 20%),Mean,0.28840316118819287,0.26763022073454573,0.31166477499985445
mmBERTscandi-base-embedding,rai,Hard ($r_i(t)$: bottom 20%),Best,0.022239076964832915,0.01338715471745871,0.039475596666676015
mmBERTscandi-base-embedding,welfare,Hard ($r_i(t)$: bottom 20%),Mean,0.02188594327088034,0.013089927299089713,0.030374897884938207
EmbeddingGemma-Scandi-300m,gov-ai,Hard ($r_i(t)$: bottom 20%),Mean,0.022365702395818934,0.014323452514510986,0.030545243344986758
paraphrase-multilingual-mpnet-base-v2,rai,Easy ($r_i(t)$: top 20%),Mean,0.3983799262234974,0.37734046669176896,0.416863336395527
jaccard-binary,welfare,Hard ($r_i(t)$: bottom 20%),Worst,-0.3655397310769281,-0.410293550196689,-0.32366029003844515
nb-sbert-base,welfare,Easy ($r_i(t)$: top 20%),Worst,0.43780474224203525,0.41792105617882425,0.4609395482482005
LaBSE,rai,Easy ($r_i(t)$: top 20%),Best,0.33763542234509425,0.3115340487510187,0.3787654034058171
paraphrase-multilingual-MiniLM-L12-v2,welfare,Easy ($r_i(t)$: top 20%),Mean,0.500575710777859,0.4644663979545316,0.5360972391991888
jaccard-binary,welfare,Easy ($r_i(t)$: top 20%),Worst,-0.22275271432300056,-0.26752140287294274,-0.1748109976538018
mxbai-embed-large-v1,gov-ai,Easy ($r_i(t)$: top 20%),Best,0.3579698777641898,0.3220538275640104,0.39702496536816356
bge-m3,rai,Hard ($r_i(t)$: bottom 20%),Mean,0.018844641276317683,0.007693750073052506,0.03074380458441189
dfm-sentence-encoder-large,welfare,Hard ($r_i(t)$: bottom 20%),Mean,0.030992234028493038,0.026239679903347076,0.03586178261400794
multilingual-e5-large-instruct,welfare,Easy ($r_i(t)$: top 20%),Mean,0.48830452225262827,0.4657817785632629,0.5116788679068978
model2vecdk,gov-ai,Easy ($r_i(t)$: top 20%),Mean,0.181620206573589,0.14956076931959156,0.20993702859163932
potion-base-4M,rai,Easy ($r_i(t)$: top 20%),Mean,0.1244025866409953,0.09495654692224081,0.15175459679716896
LaBSE,welfare,Hard ($r_i(t)$: bottom 20%),Mean,0.021690948698325982,0.014781163813482219,0.02948125956530967
bge-m3,rai,Easy ($r_i(t)$: top 20%),Worst,0.30816878387017954,0.28885419513234906,0.32021903645676075
snowflake-arctic-embed-l-v2.0,gov-ai,Easy ($r_i(t)$: top 20%),Worst,0.29347326893963877,0.2655810780441076,0.33156496023396725
tfidf-char35,welfare,Easy ($r_i(t)$: top 20%),Mean,0.2957038680015438,0.25716376074029396,0.33039718754373193
paraphrase-multilingual-MiniLM-L12-v2,rai,Easy ($r_i(t)$: top 20%),Best,0.37184296549137075,0.33067352710303854,0.4167007344985381
text-embedding-ada-002,gov-ai,Easy ($r_i(t)$: top 20%),Best,0.3252071629119683,0.29598386619988565,0.35255735005303424
M2V_base_glove,welfare,Hard ($r_i(t)$: bottom 20%),Worst,-0.13090633415975622,-0.16749388040380794,-0.09633407335991341
nb-sbert-base,gov-ai,Easy ($r_i(t)$: top 20%),Mean,0.31298326770098067,0.2769653062202382,0.3531746159036463
human-mds-oracle,rai,Hard ($r_i(t)$: bottom 20%),Worst,0.0650405197840789,0.041307632082584186,0.07660157039318012
mxbai-embed-large-v1,welfare,Hard ($r_i(t)$: bottom 20%),Best,0.03378498292540208,0.021569740788337472,0.04598897176711002
multilingual-e5-base,welfare,Hard ($r_i(t)$: bottom 20%),Worst,-0.00005151018548116504,-0.011827672425038266,0.009670769966220403
multilingual-e5-large,welfare,Easy ($r_i(t)$: top 20%),Worst,0.3929402101511687,0.38114826197815516,0.40632797603276294
xlm-roberta-large,rai,Hard ($r_i(t)$: bottom 20%),Best,0.02975965137574959,0.011279927351030655,0.0639064017138937
snowflake-arctic-embed-l-v2.0,welfare,Hard ($r_i(t)$: bottom 20%),Mean,0.010544326664722357,0.002151391928778223,0.02110539169689033
M2V_base_glove_subword,rai,Hard ($r_i(t)$: bottom 20%),Best,0.07397018772329506,0.04851625168080869,0.10786024289027102
potion-base-2M,rai,Hard ($r_i(t)$: bottom 20%),Mean,0.020937742867039363,0.010432411067611724,0.02965398845837819
multilingual-e5-base,gov-ai,Easy ($r_i(t)$: top 20%),Mean,0.2656010191679522,0.2425303207697372,0.2968316969254549
multilingual-e5-base,gov-ai,Easy ($r_i(t)$: top 20%),Worst,0.2656010191679522,0.2425303207697372,0.2968316969254549
xlm-roberta-base,welfare,Easy ($r_i(t)$: top 20%),Worst,0.04790891451575119,0.020357489043314046,0.06956958893254307
Qwen3-Embedding-0.6B,gov-ai,Hard ($r_i(t)$: bottom 20%),Worst,0.028531288827298353,0.018122635414057182,0.047598361689427104
potion-base-2M,welfare,Hard ($r_i(t)$: bottom 20%),Worst,0.014931338271723224,0.004454924151061812,0.02741652315804482
Qwen3-Embedding-Scandi-0.6B,rai,Hard ($r_i(t)$: bottom 20%),Mean,0.017482861190529563,0.0067303300138602026,0.028988702829693663
paraphrase-multilingual-MiniLM-L12-v2,gov-ai,Easy ($r_i(t)$: top 20%),Best,0.32627984094035734,0.2877273194461326,0.36579354034172534
dfm-sentence-encoder-large,rai,Hard ($r_i(t)$: bottom 20%),Best,0.0409689301850864,0.027048398441069203,0.0745097904782799
multilingual-e5-large-instruct,rai,Hard ($r_i(t)$: bottom 20%),Best,0.0475712618760039,0.013102561632708658,0.08602947547938503
Human,gov-ai,Easy ($r_i(t)$: top 20%),Best,0.7270721913307144,0.5483116296792209,0.8129226966415982
xlm-roberta-large,gov-ai,Hard ($r_i(t)$: bottom 20%),Worst,0.020639151929686593,0.002572513605011678,0.0352981522426576
text-embedding-3-small,welfare,Easy ($r_i(t)$: top 20%),Best,0.48911261187931343,0.4578791936747305,0.5184068708567444
Qwen3-Embedding-0.6B,welfare,Hard ($r_i(t)$: bottom 20%),Mean,-0.01968158014943593,-0.027060364814631765,-0.011598978788890137
static-similarity-mrl-multilingual-v1,gov-ai,Hard ($r_i(t)$: bottom 20%),Mean,-0.00684640099295295,-0.01732791111968952,0.004675066625431651
static-similarity-mrl-multilingual-v1,rai,Easy ($r_i(t)$: top 20%),Best,0.26444041084571707,0.2153116997103238,0.3231074798175774
m2v-dfm-large,gov-ai,Easy ($r_i(t)$: top 20%),Best,0.15154107245438642,0.1302025577583078,0.16537853850857012
xlm-roberta-base,welfare,Easy ($r_i(t)$: top 20%),Mean,0.08551406325306254,0.06507409797427213,0.10292618785880957
multilingual-e5-base,gov-ai,Hard ($r_i(t)$: bottom 20%),Worst,0.01735175177199356,0.002631688940189114,0.03290561064937921
LaBSE,gov-ai,Easy ($r_i(t)$: top 20%),Worst,0.25209725099811814,0.21958835228654608,0.2822400595902411
paraphrase-multilingual-mpnet-base-v2,welfare,Easy ($r_i(t)$: top 20%),Worst,0.49455653708742786,0.4606332681390566,0.5246799420695837
m2v-dfm-large,welfare,Easy ($r_i(t)$: top 20%),Best,0.41396637718641527,0.3859912230762691,0.4455614386281039
M2V_base_glove,rai,Hard ($r_i(t)$: bottom 20%),Worst,-0.07073165300597613,-0.08633671022876312,-0.04799411878432422
mmBERTscandi-base-embedding,welfare,Easy ($r_i(t)$: top 20%),Best,0.4029620890604642,0.3656091171899811,0.4408566534849584
text-embedding-ada-002,rai,Hard ($r_i(t)$: bottom 20%),Worst,0.0013517094400214936,-0.01971919146857162,0.014356131636414035
text-embedding-3-large,rai,Easy ($r_i(t)$: top 20%),Worst,0.3729155984411087,0.35636634364530617,0.38860807170268047
snowflake-arctic-embed-l-v2.0,gov-ai,Easy ($r_i(t)$: top 20%),Mean,0.29347326893963877,0.2655810780441076,0.33156496023396725
EmbeddingGemma-Scandi-300m,rai,Easy ($r_i(t)$: top 20%),Mean,0.3325455451545043,0.31715333710035476,0.34585323850719984
Qwen3-Embedding-Scandi-0.6B,gov-ai,Hard ($r_i(t)$: bottom 20%),Mean,0.031011853893432334,0.01934562960096984,0.039130070304919995
Qwen3-Embedding-0.6B,gov-ai,Easy ($r_i(t)$: top 20%),Mean,0.29204455445395805,0.2517397562792327,0.3312819771136582
model2vecdk-stem,rai,Easy ($r_i(t)$: top 20%),Best,0.3015494211768668,0.2860063586542358,0.3450999285810394
human-mds-oracle,welfare,Easy ($r_i(t)$: top 20%),Worst,0.5993941938641296,0.556591348433464,0.6435928585815274
potion-multilingual-128M,gov-ai,Easy ($r_i(t)$: top 20%),Worst,0.2358506468282208,0.20017823365008094,0.2799786183132583
text-embedding-3-small,gov-ai,Easy ($r_i(t)$: top 20%),Mean,0.3417119490750242,0.3136466543110496,0.3756836853966057
EmbeddingGemma-Scandi-300m,welfare,Hard ($r_i(t)$: bottom 20%),Best,0.03839131452976602,0.03001719455912445,0.050821323700322905
dfm-sentence-encoder-large,gov-ai,Easy ($r_i(t)$: top 20%),Worst,0.24320080057714974,0.21343641154322107,0.2746752756257509
paraphrase-multilingual-mpnet-base-v2,rai,Hard ($r_i(t)$: bottom 20%),Mean,0.014568269564369718,0.0039989669375669655,0.02494349603626091
LaBSE,gov-ai,Hard ($r_i(t)$: bottom 20%),Worst,0.003159725305576431,-0.0037513910644025954,0.013624715830548785
M2V_base_glove,rai,Easy ($r_i(t)$: top 20%),Mean,0.04769879285635931,0.022394275933319573,0.07229555970006059
multilingual-e5-large-instruct,welfare,Easy ($r_i(t)$: top 20%),Best,0.530740536634417,0.4889934899828257,0.5839237553575597
dfm-sentence-encoder-large,welfare,Hard ($r_i(t)$: bottom 20%),Worst,0.019154210869870788,0.011209011489537919,0.02430251293208096
xlm-roberta-base,rai,Hard ($r_i(t)$: bottom 20%),Worst,0.008881288164630952,0.000745050742685627,0.017231846966373164
bge-m3,gov-ai,Easy ($r_i(t)$: top 20%),Worst,0.3173199211721906,0.29583416784118327,0.33840954490939723
multilingual-e5-large-instruct,gov-ai,Easy ($r_i(t)$: top 20%),Worst,0.33684716321291014,0.2982402385871546,0.3757640014080072
multilingual-e5-base,welfare,Easy ($r_i(t)$: top 20%),Worst,0.34407401576314084,0.3229167775509372,0.3673038447209413
potion-base-8M,gov-ai,Hard ($r_i(t)$: bottom 20%),Best,0.006566636117483302,-0.005498710482357432,0.018942731684911472
multilingual-e5-small,gov-ai,Easy ($r_i(t)$: top 20%),Worst,0.2771571992448281,0.2534211489403135,0.302790886390777
multilingual-e5-large,welfare,Hard ($r_i(t)$: bottom 20%),Mean,0.013437029812946588,0.007389437061278961,0.022164732107964605
static-similarity-mrl-multilingual-v1,rai,Hard ($r_i(t)$: bottom 20%),Best,0.014486115192611372,0.004599702000966538,0.040406927961821146
static-similarity-mrl-multilingual-v1,rai,Hard ($r_i(t)$: bottom 20%),Worst,-0.0066952158895704494,-0.04156482684030811,0.009360694019679943
mxbai-embed-large-v1,gov-ai,Hard ($r_i(t)$: bottom 20%),Best,0.018056165376247636,0.007974542406130658,0.030525791364124866
nb-sbert-base,rai,Easy ($r_i(t)$: top 20%),Worst,0.3457657844155829,0.32755347062794393,0.3644516563597047
tfidf-char35,welfare,Easy ($r_i(t)$: top 20%),Best,0.3342815487359881,0.29694373673243113,0.36162173148602694
mxbai-embed-large-v1,rai,Easy ($r_i(t)$: top 20%),Best,0.25225933175357684,0.19265022442024018,0.33163314256469184
Qwen3-Embedding-Scandi-0.6B,rai,Hard ($r_i(t)$: bottom 20%),Best,0.03266458412935179,0.012782083056371107,0.061369206196889084
M2V_base_output,rai,Hard ($r_i(t)$: bottom 20%),Worst,0.01755560697696997,0.007394559288401442,0.02517216839133902
mmBERTscandi-base-embedding,rai,Easy ($r_i(t)$: top 20%),Mean,0.3059309476455838,0.2868865918778943,0.32238647869218323
multilingual-e5-small,rai,Hard ($r_i(t)$: bottom 20%),Mean,0.01338613772091281,0.0029606271787688578,0.02392031506286731
paraphrase-multilingual-mpnet-base-v2,welfare,Hard ($r_i(t)$: bottom 20%),Worst,0.010431183670929427,-0.0018400770789326615,0.02495324696392299
bge-m3,welfare,Easy ($r_i(t)$: top 20%),Worst,0.4063359509463658,0.37160671260714495,0.43329467109294667
xlm-roberta-base,welfare,Hard ($r_i(t)$: bottom 20%),Worst,-0.008407032113408939,-0.027846968224421252,0.005016276150162803
snowflake-arctic-embed-l-v2.0,welfare,Easy ($r_i(t)$: top 20%),Best,0.4997311833971407,0.452063953755598,0.5443914238127262
text-embedding-ada-002,gov-ai,Hard ($r_i(t)$: bottom 20%),Mean,0.01525489823805299,0.003423638983120497,0.03294333966180476
paraphrase-multilingual-MiniLM-L12-v2,rai,Hard ($r_i(t)$: bottom 20%),Mean,0.01959793547672287,0.008689190440497633,0.03213612598785126
snowflake-arctic-embed-l-v2.0,rai,Hard ($r_i(t)$: bottom 20%),Worst,0.010203813449291247,-0.00030439905734486454,0.019011010650908593
Human,gov-ai,Easy ($r_i(t)$: top 20%),Worst,0.7270721913307144,0.5483116296792209,0.8129226966415982
potion-multilingual-128M,rai,Hard ($r_i(t)$: bottom 20%),Worst,0.012877244367992945,0.0010694639554344133,0.025485707664406405
human-mds-oracle,welfare,Easy ($r_i(t)$: top 20%),Best,0.6850375383161554,0.6525167614710238,0.7254212611897248
mxbai-embed-large-v1,gov-ai,Easy ($r_i(t)$: top 20%),Mean,0.3579698777641898,0.3220538275640104,0.39702496536816356
multilingual-e5-large-instruct,gov-ai,Hard ($r_i(t)$: bottom 20%),Best,0.027000512989482365,0.012935494567653343,0.037718901406800856
text-embedding-3-small,welfare,Hard ($r_i(t)$: bottom 20%),Worst,0.017745106336023286,0.0016543275812515635,0.027675225208353738
