model,dataset,demographics,iteration,auc,metric
potion-multilingual-128M,welfare,1,9,0.46831392122403115,binary_auc
nb-sbert-base,rai,Mand,9,0.3804750514655483,binary_auc
dfm-sentence-encoder-large,rai,Unknown,2,0.3331678833604349,binary_auc
multilingual-e5-large,rai,Mand,1,0.32677462191287304,binary_auc
static-similarity-mrl-multilingual-v1,welfare,2,5,0.31674950388113776,binary_auc
text-embedding-ada-002,welfare,2,8,0.4591035990178531,binary_auc
potion-base-8M,rai,Unknown,4,0.11007958162792418,binary_auc
text-embedding-ada-002,rai,Mand,1,0.3485509081647118,binary_auc
static-similarity-mrl-multilingual-v1,rai,Kvinde,9,0.2272142720003053,binary_auc
mxbai-embed-large-v1,welfare,1,1,0.2567536223681197,binary_auc
LaBSE,welfare,1,1,0.5001911369160478,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,rai,Mand,0,0.3431970535190422,binary_auc
Qwen3-Embedding-0.6B,rai,Unknown,0,0.22582632422519192,binary_auc
multilingual-e5-small,welfare,4,7,0.36531738858373985,binary_auc
multilingual-e5-base,rai,Unknown,6,0.4011063664605834,binary_auc
multilingual-e5-small,welfare,4,0,0.3617342484787352,binary_auc
M2V_base_glove,welfare,2,4,-0.03041436538150666,binary_auc
model2vecdk-stem,rai,Kvinde,5,0.307488857145009,binary_auc
nb-sbert-base,rai,Mand,3,0.37975154471134637,binary_auc
text-embedding-ada-002,welfare,11,0,0.47329772897071115,binary_auc
potion-multilingual-128M,welfare,11,0,0.45140366806439663,binary_auc
potion-base-4M,welfare,4,1,0.27677661046961133,binary_auc
M2V_base_glove_subword,welfare,4,4,0.2518886075803193,binary_auc
potion-base-2M,welfare,11,3,0.22218342805631952,binary_auc
LaBSE,rai,Mand,5,0.3206268965796783,binary_auc
snowflake-arctic-embed-l-v2.0,rai,Unknown,8,0.4330458369038862,binary_auc
bge-m3,welfare,2,0,0.4814236936268061,binary_auc
bge-m3,rai,Mand,4,0.3322376470205089,binary_auc
model2vecdk-stem,welfare,4,8,0.34013466440305656,binary_auc
multilingual-e5-large,welfare,2,0,0.4203203391221155,binary_auc
paraphrase-multilingual-mpnet-base-v2,rai,Unknown,1,0.4355951858953706,binary_auc
Qwen3-Embedding-Scandi-0.6B,welfare,3,4,0.3064336741494628,binary_auc
xlm-roberta-large,welfare,2,3,0.08267256324398599,binary_auc
model2vecdk-stem,rai,Unknown,2,0.31457050349513965,binary_auc
M2V_base_glove,rai,Mand,9,0.08864802317997261,binary_auc
potion-base-2M,welfare,1,7,0.18706397569472888,binary_auc
M2V_base_output,rai,Unknown,2,0.11267671317660394,binary_auc
text-embedding-3-large,welfare,11,5,0.5091828418315195,binary_auc
text-embedding-3-small,rai,Unknown,1,0.3826321078727295,binary_auc
potion-base-8M,welfare,4,2,0.27654383634165086,binary_auc
xlm-roberta-base,welfare,3,7,0.060741694693001745,binary_auc
M2V_base_glove,rai,Unknown,3,0.03519991787419954,binary_auc
M2V_base_glove_subword,welfare,1,7,0.21135734088110436,binary_auc
potion-multilingual-128M,welfare,1,4,0.4602247347901152,binary_auc
multilingual-e5-large-instruct,rai,Kvinde,2,0.439061867124226,binary_auc
LaBSE,welfare,4,6,0.4068645244967159,binary_auc
snowflake-arctic-embed-l-v2.0,welfare,2,8,0.5098859835715102,binary_auc
nb-sbert-base,rai,Unknown,9,0.39433636654032433,binary_auc
paraphrase-multilingual-mpnet-base-v2,welfare,4,0,0.5506004219361598,binary_auc
EmbeddingGemma-Scandi-300m,welfare,2,8,0.4774771065082603,binary_auc
Qwen3-Embedding-0.6B,rai,Unknown,2,0.23166548584868218,binary_auc
M2V_base_glove,rai,Mand,5,0.08771812572285057,binary_auc
static-similarity-mrl-multilingual-v1,welfare,4,9,0.2866431434678675,binary_auc
bge-m3,welfare,3,0,0.4500215529691948,binary_auc
multilingual-e5-large-instruct,rai,Unknown,5,0.4833782120337986,binary_auc
multilingual-e5-large,welfare,11,6,0.41391744506130784,binary_auc
M2V_base_glove_subword,rai,Mand,1,0.16240951424859287,binary_auc
potion-base-8M,welfare,4,6,0.277906891229621,binary_auc
multilingual-e5-small,rai,Unknown,5,0.32759282198178313,binary_auc
multilingual-e5-small,welfare,2,8,0.3520995079636888,binary_auc
M2V_base_glove,welfare,3,2,0.005115144330128366,binary_auc
mmBERTscandi-base-embedding,welfare,2,8,0.36313050036570116,binary_auc
EmbeddingGemma-Scandi-300m,welfare,1,8,0.5143927027379699,binary_auc
potion-base-2M,welfare,1,8,0.18434876665521224,binary_auc
model2vecdk-stem,rai,Unknown,5,0.31063111976022567,binary_auc
M2V_base_glove_subword,welfare,2,5,0.1640228240544299,binary_auc
nb-sbert-base,rai,Unknown,3,0.38870559030771973,binary_auc
potion-multilingual-128M,rai,Mand,5,0.2871234551827282,binary_auc
potion-base-2M,rai,Unknown,0,0.12613892654690306,binary_auc
m2v-dfm-large,welfare,4,0,0.3716129927646177,binary_auc
snowflake-arctic-embed-l-v2.0,welfare,2,4,0.511379869021152,binary_auc
multilingual-e5-base,rai,Kvinde,3,0.3083762985838793,binary_auc
potion-base-8M,rai,Kvinde,2,0.13794557861768056,binary_auc
text-embedding-3-small,welfare,2,2,0.4700507803459658,binary_auc
potion-base-2M,rai,Kvinde,7,0.12799080456517564,binary_auc
bge-m3,rai,Kvinde,9,0.360777750102717,binary_auc
M2V_base_glove,rai,Unknown,6,0.031768526701043395,binary_auc
nb-sbert-base,rai,Unknown,0,0.39467400957924925,binary_auc
M2V_base_output,rai,Mand,8,0.1566832976271738,binary_auc
text-embedding-ada-002,rai,Unknown,0,0.42634385207869024,binary_auc
EmbeddingGemma-Scandi-300m,welfare,3,7,0.5385690186605797,binary_auc
xlm-roberta-base,welfare,4,1,0.12093375634401848,binary_auc
static-similarity-mrl-multilingual-v1,welfare,3,1,0.34748817778338204,binary_auc
dfm-sentence-encoder-large,welfare,2,2,0.3314084418773857,binary_auc
bge-m3,welfare,1,3,0.5087760614562661,binary_auc
multilingual-e5-base,welfare,4,6,0.3711929770442115,binary_auc
potion-base-4M,welfare,11,6,0.24011817374908767,binary_auc
multilingual-e5-base,rai,Mand,0,0.3130075484846371,binary_auc
text-embedding-3-large,rai,Mand,8,0.41062185759446057,binary_auc
paraphrase-multilingual-mpnet-base-v2,rai,Unknown,7,0.43490756641367495,binary_auc
text-embedding-3-small,welfare,4,8,0.4835789957419788,binary_auc
potion-base-4M,rai,Unknown,6,0.11004065293848807,binary_auc
M2V_base_glove_subword,welfare,1,9,0.21322297113358404,binary_auc
paraphrase-multilingual-mpnet-base-v2,rai,Kvinde,3,0.42614104218606863,binary_auc
static-similarity-mrl-multilingual-v1,welfare,3,0,0.34078451577739194,binary_auc
multilingual-e5-base,welfare,2,6,0.38964397815363977,binary_auc
potion-base-8M,welfare,4,9,0.27915080222087024,binary_auc
Qwen3-Embedding-0.6B,welfare,11,3,0.2993403861530588,binary_auc
multilingual-e5-small,welfare,1,3,0.42728685097996455,binary_auc
Qwen3-Embedding-Scandi-0.6B,welfare,11,2,0.29670862628448824,binary_auc
mxbai-embed-large-v1,welfare,1,7,0.24870980106150906,binary_auc
potion-base-4M,welfare,3,1,0.21058866397560763,binary_auc
multilingual-e5-base,welfare,3,2,0.3864252068787239,binary_auc
mxbai-embed-large-v1,rai,Mand,2,0.22166434954000314,binary_auc
bge-m3,rai,Kvinde,3,0.3587329346280292,binary_auc
potion-base-8M,rai,Kvinde,3,0.13965286854219325,binary_auc
Qwen3-Embedding-Scandi-0.6B,rai,Kvinde,8,0.30288201914548535,binary_auc
xlm-roberta-large,rai,Kvinde,8,0.13941055302186908,binary_auc
potion-multilingual-128M,welfare,11,5,0.4575255721222517,binary_auc
text-embedding-3-small,rai,Kvinde,8,0.3482781841378914,binary_auc
Qwen3-Embedding-0.6B,welfare,4,8,0.2125525016992045,binary_auc
dfm-sentence-encoder-large,welfare,2,7,0.3361346175844886,binary_auc
potion-base-8M,welfare,2,9,0.17989875775936423,binary_auc
Qwen3-Embedding-Scandi-0.6B,rai,Kvinde,7,0.3012447060791508,binary_auc
text-embedding-3-small,welfare,4,0,0.48574148136682993,binary_auc
xlm-roberta-large,rai,Kvinde,4,0.14156229097653567,binary_auc
potion-base-8M,rai,Kvinde,1,0.14157435208803998,binary_auc
xlm-roberta-large,welfare,3,7,0.17965819385546203,binary_auc
LaBSE,welfare,1,7,0.5049789746914666,binary_auc
paraphrase-multilingual-mpnet-base-v2,rai,Kvinde,6,0.4236840456006865,binary_auc
paraphrase-multilingual-mpnet-base-v2,rai,Mand,7,0.40251744963388564,binary_auc
EmbeddingGemma-Scandi-300m,welfare,3,2,0.5405564671354459,binary_auc
Qwen3-Embedding-Scandi-0.6B,rai,Kvinde,0,0.3025925332630097,binary_auc
potion-multilingual-128M,rai,Mand,9,0.28824347412779927,binary_auc
M2V_base_output,rai,Mand,6,0.1569106688379086,binary_auc
potion-base-2M,welfare,4,6,0.21293585709691742,binary_auc
xlm-roberta-base,welfare,3,6,0.05827910983130029,binary_auc
multilingual-e5-large,welfare,2,5,0.4196033816343236,binary_auc
dfm-sentence-encoder-large,rai,Kvinde,2,0.28039691399760897,binary_auc
multilingual-e5-base,welfare,2,8,0.39149981680915763,binary_auc
dfm-sentence-encoder-large,rai,Kvinde,4,0.2787974373438468,binary_auc
xlm-roberta-base,welfare,2,2,0.05799941457143447,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,welfare,11,2,0.5450157821462973,binary_auc
Qwen3-Embedding-Scandi-0.6B,welfare,1,6,0.3726596577859247,binary_auc
nb-sbert-base,rai,Kvinde,6,0.37777413214029837,binary_auc
Qwen3-Embedding-0.6B,welfare,2,3,0.3070615269650746,binary_auc
M2V_base_glove,rai,Kvinde,7,0.030883467834221114,binary_auc
snowflake-arctic-embed-l-v2.0,rai,Unknown,1,0.4304664823980319,binary_auc
paraphrase-multilingual-mpnet-base-v2,welfare,11,2,0.5729534082531181,binary_auc
text-embedding-ada-002,welfare,2,0,0.45381836651193574,binary_auc
potion-base-2M,welfare,11,6,0.22448747851014558,binary_auc
dfm-sentence-encoder-large,welfare,1,6,0.36557521678109645,binary_auc
LaBSE,rai,Mand,9,0.32173103410446774,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,welfare,1,3,0.5717710943725303,binary_auc
text-embedding-3-large,welfare,3,7,0.5109235275549472,binary_auc
multilingual-e5-large,rai,Unknown,9,0.3860848919375038,binary_auc
paraphrase-multilingual-mpnet-base-v2,welfare,3,0,0.5521411723440853,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,welfare,2,1,0.5083789059959778,binary_auc
mxbai-embed-large-v1,welfare,3,4,0.21080031085769638,binary_auc
potion-multilingual-128M,welfare,2,2,0.35220741325247845,binary_auc
text-embedding-3-large,welfare,2,0,0.49188619275768813,binary_auc
static-similarity-mrl-multilingual-v1,welfare,2,7,0.31902232138383363,binary_auc
nb-sbert-base,welfare,2,0,0.4883944574230632,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,welfare,3,2,0.5238318669176542,binary_auc
bge-m3,welfare,11,0,0.4609535622190254,binary_auc
text-embedding-3-large,rai,Unknown,8,0.4621928173670326,binary_auc
model2vecdk-stem,welfare,3,9,0.3420986327878477,binary_auc
static-similarity-mrl-multilingual-v1,welfare,4,7,0.2910747479067475,binary_auc
dfm-sentence-encoder-large,rai,Mand,2,0.2971007847166181,binary_auc
bge-m3,welfare,4,5,0.44733452477123953,binary_auc
multilingual-e5-large-instruct,rai,Mand,5,0.41007059061016254,binary_auc
paraphrase-multilingual-mpnet-base-v2,welfare,1,3,0.5970269902709078,binary_auc
Qwen3-Embedding-Scandi-0.6B,rai,Unknown,4,0.396662846096342,binary_auc
bge-m3,rai,Unknown,7,0.38857468752942576,binary_auc
model2vecdk,welfare,1,7,0.4246081357538792,binary_auc
potion-base-4M,welfare,1,8,0.22977238541114603,binary_auc
M2V_base_glove,welfare,3,7,-0.005321522097866976,binary_auc
nb-sbert-base,welfare,2,4,0.48685733493031597,binary_auc
text-embedding-ada-002,rai,Mand,3,0.34684810652280745,binary_auc
potion-base-4M,rai,Mand,7,0.1622378583726369,binary_auc
m2v-dfm-large,rai,Unknown,4,0.3778629398063353,binary_auc
potion-base-8M,welfare,1,3,0.22992101681964697,binary_auc
EmbeddingGemma-Scandi-300m,rai,Kvinde,0,0.3644123353549007,binary_auc
text-embedding-ada-002,welfare,11,8,0.47117074149389704,binary_auc
m2v-dfm-large,welfare,4,5,0.3710316422044441,binary_auc
multilingual-e5-large,welfare,3,5,0.4248933508093369,binary_auc
dfm-sentence-encoder-large,rai,Kvinde,0,0.2795258175700257,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,welfare,3,0,0.521415908959905,binary_auc
multilingual-e5-large-instruct,rai,Unknown,6,0.4727780880444113,binary_auc
snowflake-arctic-embed-l-v2.0,rai,Mand,1,0.3602830874656653,binary_auc
text-embedding-3-small,welfare,11,3,0.4667516032961718,binary_auc
mxbai-embed-large-v1,rai,Mand,5,0.22043237025962295,binary_auc
multilingual-e5-large-instruct,welfare,1,0,0.5661562862341644,binary_auc
potion-base-8M,welfare,3,4,0.22710386682699338,binary_auc
text-embedding-3-small,welfare,1,6,0.4995551445768166,binary_auc
M2V_base_output,welfare,2,9,0.17044513515836443,binary_auc
multilingual-e5-large,welfare,3,3,0.4219191205483567,binary_auc
potion-base-2M,rai,Unknown,7,0.13477951459752938,binary_auc
model2vecdk,welfare,3,5,0.3926065913131094,binary_auc
LaBSE,rai,Mand,3,0.3189929447885757,binary_auc
potion-multilingual-128M,welfare,4,1,0.43534047065628473,binary_auc
LaBSE,rai,Unknown,7,0.34204310761622697,binary_auc
model2vecdk,welfare,3,2,0.3917828899672837,binary_auc
dfm-sentence-encoder-large,rai,Kvinde,7,0.2795816867543917,binary_auc
potion-base-4M,welfare,4,5,0.2666643993012144,binary_auc
multilingual-e5-base,welfare,4,0,0.3660351770166306,binary_auc
potion-base-4M,welfare,4,3,0.26859733424993637,binary_auc
dfm-sentence-encoder-large,welfare,4,7,0.38003124318219295,binary_auc
Qwen3-Embedding-Scandi-0.6B,rai,Unknown,9,0.3915999691464005,binary_auc
model2vecdk,rai,Mand,7,0.29812630774526744,binary_auc
EmbeddingGemma-Scandi-300m,welfare,11,3,0.5385734046743682,binary_auc
text-embedding-ada-002,rai,Unknown,2,0.42680616546295147,binary_auc
multilingual-e5-large,welfare,1,6,0.4481259652564363,binary_auc
m2v-dfm-large,welfare,2,5,0.3492077227904426,binary_auc
Qwen3-Embedding-Scandi-0.6B,welfare,4,0,0.3282960279275715,binary_auc
nb-sbert-base,welfare,11,5,0.4956608936789543,binary_auc
xlm-roberta-base,rai,Kvinde,2,0.16989852252509527,binary_auc
M2V_base_output,welfare,11,4,0.2334891804420396,binary_auc
multilingual-e5-large-instruct,welfare,1,2,0.5713853039291025,binary_auc
multilingual-e5-large,welfare,11,1,0.4199783813351548,binary_auc
static-similarity-mrl-multilingual-v1,welfare,3,7,0.34105085134394436,binary_auc
model2vecdk-stem,rai,Kvinde,7,0.30924551320711136,binary_auc
M2V_base_glove_subword,welfare,3,7,0.21432762714091708,binary_auc
multilingual-e5-small,rai,Kvinde,8,0.29601540088653966,binary_auc
bge-m3,rai,Mand,1,0.33395267773532694,binary_auc
dfm-sentence-encoder-large,welfare,1,3,0.36219873556053245,binary_auc
bge-m3,welfare,2,6,0.476225590250869,binary_auc
Qwen3-Embedding-0.6B,rai,Mand,4,0.16682061676884816,binary_auc
EmbeddingGemma-Scandi-300m,welfare,4,8,0.5174574910845159,binary_auc
mxbai-embed-large-v1,rai,Kvinde,2,0.18799619854197172,binary_auc
potion-base-4M,rai,Unknown,5,0.1063513276950406,binary_auc
EmbeddingGemma-Scandi-300m,rai,Unknown,5,0.3848631287259041,binary_auc
EmbeddingGemma-Scandi-300m,welfare,1,1,0.5095417121239308,binary_auc
xlm-roberta-base,welfare,11,8,0.07499454551033648,binary_auc
M2V_base_output,welfare,11,6,0.23716417546334104,binary_auc
M2V_base_glove,rai,Kvinde,1,0.027804814293510602,binary_auc
nb-sbert-base,welfare,2,2,0.48235450825038284,binary_auc
M2V_base_glove,welfare,11,6,0.04125947310752873,binary_auc
potion-multilingual-128M,welfare,2,7,0.34511587603621047,binary_auc
xlm-roberta-base,rai,Kvinde,0,0.17136467738563513,binary_auc
text-embedding-3-large,rai,Mand,5,0.406520434766148,binary_auc
dfm-sentence-encoder-large,rai,Mand,8,0.2993227801663764,binary_auc
M2V_base_glove_subword,rai,Kvinde,6,0.13800620443057532,binary_auc
nb-sbert-base,welfare,3,6,0.4936574478935953,binary_auc
mmBERTscandi-base-embedding,welfare,4,3,0.4023705994914609,binary_auc
snowflake-arctic-embed-l-v2.0,welfare,1,2,0.5351845650959288,binary_auc
xlm-roberta-large,welfare,4,7,0.1965795798007264,binary_auc
M2V_base_output,rai,Mand,0,0.15749515185789179,binary_auc
dfm-sentence-encoder-large,rai,Mand,9,0.3019946825052439,binary_auc
multilingual-e5-small,rai,Kvinde,5,0.29786420343994213,binary_auc
M2V_base_output,welfare,2,7,0.16368782874825014,binary_auc
static-similarity-mrl-multilingual-v1,rai,Unknown,1,0.28839995971316534,binary_auc
paraphrase-multilingual-mpnet-base-v2,welfare,1,9,0.5918856966640728,binary_auc
paraphrase-multilingual-mpnet-base-v2,rai,Mand,8,0.402935703244193,binary_auc
multilingual-e5-large-instruct,rai,Mand,4,0.4065743754044204,binary_auc
model2vecdk,welfare,3,7,0.3932661267988946,binary_auc
mxbai-embed-large-v1,rai,Unknown,7,0.24735196810949664,binary_auc
multilingual-e5-small,rai,Unknown,9,0.3248911989125528,binary_auc
Qwen3-Embedding-0.6B,rai,Mand,5,0.166930452411175,binary_auc
mmBERTscandi-base-embedding,welfare,2,2,0.3596316396942821,binary_auc
xlm-roberta-large,welfare,1,0,0.15606326587356975,binary_auc
EmbeddingGemma-Scandi-300m,welfare,1,4,0.5120176155500453,binary_auc
xlm-roberta-base,rai,Unknown,4,0.18779840080334706,binary_auc
Qwen3-Embedding-Scandi-0.6B,welfare,4,9,0.3241109197686848,binary_auc
potion-multilingual-128M,rai,Kvinde,0,0.27188211989001054,binary_auc
M2V_base_glove_subword,rai,Unknown,6,0.13306725707049416,binary_auc
model2vecdk-stem,rai,Mand,8,0.305107260768552,binary_auc
potion-base-4M,welfare,11,8,0.24111960824866008,binary_auc
potion-base-4M,welfare,11,1,0.24234203897341597,binary_auc
model2vecdk,welfare,2,2,0.33874036938649305,binary_auc
potion-base-8M,rai,Mand,0,0.1649610415441984,binary_auc
LaBSE,welfare,4,8,0.40992790680650076,binary_auc
xlm-roberta-large,rai,Unknown,4,0.19075291719288992,binary_auc
EmbeddingGemma-Scandi-300m,rai,Mand,1,0.35789945165210235,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,welfare,4,3,0.5245607825581072,binary_auc
EmbeddingGemma-Scandi-300m,rai,Unknown,0,0.39750424160595127,binary_auc
mxbai-embed-large-v1,rai,Mand,7,0.22372889215253514,binary_auc
multilingual-e5-large,welfare,3,7,0.43310772498711125,binary_auc
model2vecdk-stem,rai,Unknown,8,0.3137987577142879,binary_auc
dfm-sentence-encoder-large,welfare,11,4,0.3519751085388097,binary_auc
M2V_base_output,welfare,11,2,0.237998942526111,binary_auc
mmBERTscandi-base-embedding,welfare,3,7,0.36578763020016436,binary_auc
potion-base-8M,welfare,3,7,0.2253131284787381,binary_auc
m2v-dfm-large,welfare,4,9,0.3730691472030557,binary_auc
multilingual-e5-large,welfare,3,0,0.42413423271903544,binary_auc
model2vecdk,rai,Mand,2,0.29870853553010285,binary_auc
multilingual-e5-large-instruct,welfare,4,3,0.4944174560799612,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,rai,Mand,9,0.3428099434407927,binary_auc
potion-base-8M,rai,Kvinde,4,0.13994830287356602,binary_auc
static-similarity-mrl-multilingual-v1,welfare,11,0,0.3415186961163763,binary_auc
m2v-dfm-large,welfare,1,1,0.4329384479029383,binary_auc
multilingual-e5-small,welfare,3,5,0.37082947078781314,binary_auc
potion-base-4M,welfare,2,8,0.17359730042728294,binary_auc
text-embedding-3-small,welfare,4,4,0.48733818252989036,binary_auc
static-similarity-mrl-multilingual-v1,welfare,1,2,0.3758509785211963,binary_auc
Qwen3-Embedding-Scandi-0.6B,rai,Mand,9,0.3014856889643626,binary_auc
multilingual-e5-small,welfare,4,2,0.36363271090448884,binary_auc
potion-base-4M,rai,Kvinde,1,0.13077200943380696,binary_auc
model2vecdk,rai,Unknown,5,0.33440807599986816,binary_auc
m2v-dfm-large,rai,Mand,9,0.3401982569556988,binary_auc
snowflake-arctic-embed-l-v2.0,rai,Unknown,0,0.45165876989818604,binary_auc
potion-base-8M,welfare,4,1,0.27859251544908564,binary_auc
Qwen3-Embedding-Scandi-0.6B,welfare,4,8,0.3126623539326927,binary_auc
dfm-sentence-encoder-large,welfare,1,4,0.36784462428308956,binary_auc
model2vecdk-stem,rai,Unknown,1,0.3271411257256101,binary_auc
potion-base-2M,rai,Mand,7,0.15013215721129275,binary_auc
m2v-dfm-large,welfare,2,7,0.34866834411912984,binary_auc
mmBERTscandi-base-embedding,welfare,1,7,0.4322450024484484,binary_auc
LaBSE,welfare,3,8,0.47915040536770975,binary_auc
M2V_base_glove,rai,Unknown,4,0.03981022984403376,binary_auc
mxbai-embed-large-v1,rai,Kvinde,7,0.1896439638096391,binary_auc
static-similarity-mrl-multilingual-v1,welfare,1,5,0.3807926920440656,binary_auc
Qwen3-Embedding-0.6B,rai,Unknown,8,0.22989809772848646,binary_auc
potion-base-8M,welfare,4,0,0.27789241746713755,binary_auc
bge-m3,rai,Mand,6,0.33548549211419904,binary_auc
bge-m3,rai,Mand,0,0.33241777263980893,binary_auc
multilingual-e5-large-instruct,welfare,3,0,0.5439541394716466,binary_auc
m2v-dfm-large,rai,Unknown,9,0.3720184862891634,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,rai,Kvinde,2,0.3575714442438494,binary_auc
Qwen3-Embedding-Scandi-0.6B,rai,Unknown,3,0.3890653919197042,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,rai,Unknown,1,0.37742582078799775,binary_auc
M2V_base_output,welfare,2,8,0.1633908126656057,binary_auc
model2vecdk-stem,welfare,2,1,0.2882244931724141,binary_auc
nb-sbert-base,welfare,4,6,0.48819568380150696,binary_auc
dfm-sentence-encoder-large,welfare,3,0,0.37368960376113686,binary_auc
text-embedding-3-small,rai,Mand,9,0.317670773566837,binary_auc
m2v-dfm-large,welfare,1,9,0.4279345104621028,binary_auc
EmbeddingGemma-Scandi-300m,welfare,3,4,0.5448967455928319,binary_auc
model2vecdk,welfare,4,9,0.3850413401247698,binary_auc
Qwen3-Embedding-Scandi-0.6B,welfare,11,9,0.29879912103550493,binary_auc
nb-sbert-base,welfare,4,8,0.4881257934032423,binary_auc
paraphrase-multilingual-mpnet-base-v2,welfare,11,7,0.5766565321938905,binary_auc
text-embedding-ada-002,welfare,2,9,0.45147772617088927,binary_auc
Qwen3-Embedding-0.6B,welfare,3,2,0.26318130071777907,binary_auc
model2vecdk,welfare,2,7,0.3412860036177393,binary_auc
M2V_base_glove_subword,welfare,4,3,0.26121557916067056,binary_auc
paraphrase-multilingual-mpnet-base-v2,welfare,11,1,0.5698200563527385,binary_auc
model2vecdk-stem,welfare,1,9,0.3663918535422674,binary_auc
m2v-dfm-large,welfare,11,3,0.3947528640813997,binary_auc
M2V_base_glove_subword,rai,Kvinde,9,0.13757463990055743,binary_auc
multilingual-e5-small,rai,Kvinde,3,0.2982734579651016,binary_auc
bge-m3,rai,Kvinde,1,0.3604761416674865,binary_auc
M2V_base_output,rai,Kvinde,6,0.1301838719617309,binary_auc
M2V_base_glove,welfare,1,9,-0.005081917201132724,binary_auc
dfm-sentence-encoder-large,welfare,3,8,0.3716853126487997,binary_auc
bge-m3,welfare,11,2,0.46407177588378246,binary_auc
mmBERTscandi-base-embedding,rai,Unknown,5,0.38179552129416305,binary_auc
Qwen3-Embedding-0.6B,welfare,11,6,0.3021861150986909,binary_auc
dfm-sentence-encoder-large,rai,Unknown,7,0.3270743840083489,binary_auc
potion-base-4M,welfare,2,2,0.18072155319212888,binary_auc
potion-base-8M,welfare,2,7,0.18364810614514485,binary_auc
multilingual-e5-base,rai,Kvinde,7,0.30813294796642976,binary_auc
paraphrase-multilingual-mpnet-base-v2,rai,Mand,3,0.40492481938789915,binary_auc
potion-multilingual-128M,rai,Unknown,7,0.27566857069408884,binary_auc
LaBSE,rai,Unknown,0,0.3436373940183119,binary_auc
paraphrase-multilingual-mpnet-base-v2,welfare,2,8,0.5318189636250984,binary_auc
mxbai-embed-large-v1,welfare,2,2,0.19602911393890185,binary_auc
text-embedding-3-large,rai,Kvinde,9,0.41259323521712526,binary_auc
m2v-dfm-large,rai,Unknown,3,0.38318321353277757,binary_auc
M2V_base_glove,welfare,4,0,0.0382828526625983,binary_auc
M2V_base_output,welfare,2,6,0.16763583739363755,binary_auc
xlm-roberta-base,welfare,11,1,0.07756791094262369,binary_auc
dfm-sentence-encoder-large,welfare,4,5,0.3777946435635306,binary_auc
nb-sbert-base,rai,Mand,7,0.3778239346917199,binary_auc
m2v-dfm-large,welfare,3,0,0.42695137064960115,binary_auc
mxbai-embed-large-v1,rai,Kvinde,4,0.18795572348046063,binary_auc
multilingual-e5-large,welfare,11,3,0.4181930977194762,binary_auc
m2v-dfm-large,rai,Kvinde,6,0.32744309429070395,binary_auc
M2V_base_glove_subword,rai,Mand,9,0.16406854878600508,binary_auc
paraphrase-multilingual-mpnet-base-v2,welfare,3,7,0.5495501738355766,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,welfare,11,4,0.5384301813480437,binary_auc
M2V_base_glove,welfare,3,1,-0.00038198436601020005,binary_auc
multilingual-e5-small,welfare,2,0,0.34949115585583673,binary_auc
M2V_base_glove_subword,welfare,3,1,0.2142058700647236,binary_auc
snowflake-arctic-embed-l-v2.0,welfare,11,4,0.4896627041419049,binary_auc
EmbeddingGemma-Scandi-300m,welfare,11,8,0.5342194109119699,binary_auc
potion-multilingual-128M,welfare,4,7,0.4322720776296441,binary_auc
static-similarity-mrl-multilingual-v1,welfare,2,8,0.32540929499503524,binary_auc
multilingual-e5-large,welfare,4,0,0.4295148661071693,binary_auc
mmBERTscandi-base-embedding,rai,Unknown,8,0.3866996251154317,binary_auc
model2vecdk-stem,welfare,2,2,0.2871752963260106,binary_auc
multilingual-e5-large,welfare,1,1,0.4523211114408154,binary_auc
nb-sbert-base,welfare,3,7,0.48906980957513785,binary_auc
nb-sbert-base,rai,Kvinde,3,0.37938730881858346,binary_auc
snowflake-arctic-embed-l-v2.0,rai,Mand,0,0.3597097329080764,binary_auc
text-embedding-3-large,welfare,11,1,0.507790907739203,binary_auc
dfm-sentence-encoder-large,rai,Mand,4,0.2987523844838628,binary_auc
M2V_base_output,rai,Kvinde,1,0.12807515233649716,binary_auc
model2vecdk-stem,welfare,3,4,0.345612622249026,binary_auc
multilingual-e5-large,welfare,2,1,0.4271267423412446,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,rai,Mand,4,0.34291691649219896,binary_auc
potion-base-4M,welfare,3,6,0.21271622214860492,binary_auc
M2V_base_glove,rai,Mand,4,0.08537694938760225,binary_auc
potion-base-4M,rai,Kvinde,4,0.1338841121962565,binary_auc
M2V_base_output,welfare,1,3,0.22551593600703093,binary_auc
text-embedding-3-large,rai,Mand,7,0.4110784252380558,binary_auc
dfm-sentence-encoder-large,welfare,3,5,0.3752147302979225,binary_auc
model2vecdk,welfare,2,9,0.3481665321813674,binary_auc
potion-base-8M,rai,Mand,8,0.16515264796601198,binary_auc
xlm-roberta-large,welfare,3,0,0.17938548273110497,binary_auc
