model,dataset,demographics,iteration,auc
text-embedding-ada-002,welfare,3,8,0.4445853995257903
model2vecdk,welfare,3,0,0.3791580276102591
M2V_base_output,welfare,2,6,0.16161123353311624
EmbeddingGemma-Scandi-300m,welfare,11,2,0.5155912373603683
M2V_base_glove_subword,welfare,4,4,0.25225921916191085
multilingual-e5-base,welfare,1,0,0.4134154311238889
multilingual-e5-large-instruct,welfare,3,5,0.5105430363280047
snowflake-arctic-embed-l-v2.0,welfare,4,7,0.46224570044208285
multilingual-e5-large-instruct,welfare,3,9,0.5155148378865099
m2v-dfm-large,rai,Kvinde,7,0.3123141711213683
potion-multilingual-128M,welfare,1,2,0.44236423172492007
multilingual-e5-small,rai,Unknown,2,0.3164248875718
paraphrase-multilingual-mpnet-base-v2,rai,Mand,4,0.3841089530566254
text-embedding-ada-002,welfare,11,3,0.4355371082384983
text-embedding-ada-002,welfare,3,6,0.4437268015914047
LaBSE,welfare,4,2,0.3944995556691845
paraphrase-multilingual-MiniLM-L12-v2,rai,Unknown,6,0.34811510189924905
multilingual-e5-large,welfare,1,3,0.42552559706135873
multilingual-e5-large,rai,Unknown,4,0.35721487901017857
Qwen3-Embedding-Scandi-0.6B,welfare,4,6,0.30538730289936294
Qwen3-Embedding-0.6B,welfare,4,2,0.1913307352280761
M2V_base_glove_subword,welfare,4,2,0.24927746811444706
text-embedding-3-small,welfare,2,0,0.45238799727393314
text-embedding-3-large,rai,Unknown,3,0.4522763694137636
multilingual-e5-small,rai,Kvinde,2,0.2794208341550339
M2V_base_glove,rai,Unknown,5,0.009645925383248445
mxbai-embed-large-v1,rai,Unknown,1,0.26417944612422506
xlm-roberta-base,welfare,2,3,0.06560316516212282
potion-base-8M,welfare,1,3,0.22203018836196192
text-embedding-ada-002,rai,Kvinde,0,0.3432818698280054
potion-base-8M,rai,Kvinde,8,0.12602048828923385
multilingual-e5-large,rai,Mand,0,0.3002125619042568
potion-base-4M,welfare,11,6,0.22261215323740505
bge-m3,welfare,1,7,0.49502998246992785
multilingual-e5-large,rai,Kvinde,7,0.31324212178428534
xlm-roberta-large,welfare,2,4,0.07806466618464443
mxbai-embed-large-v1,rai,Unknown,7,0.2723912225365017
potion-multilingual-128M,welfare,1,6,0.44124253988346834
model2vecdk-stem,welfare,11,2,0.38837318382663494
m2v-dfm-large,welfare,3,4,0.40105650753331984
potion-base-4M,rai,Unknown,7,0.08808859664123146
xlm-roberta-base,rai,Unknown,2,0.1839154749179381
M2V_base_glove_subword,welfare,11,3,0.2345498369337555
EmbeddingGemma-Scandi-300m,welfare,3,1,0.5180369626392223
M2V_base_glove_subword,welfare,3,8,0.20619340890242668
M2V_base_glove,welfare,2,0,-0.03168671805285478
text-embedding-3-large,welfare,4,1,0.4470745254289641
bge-m3,welfare,4,4,0.43118932817159067
potion-multilingual-128M,welfare,3,9,0.3916425517145336
multilingual-e5-base,welfare,2,7,0.373032171999619
xlm-roberta-base,welfare,1,2,0.0812948665541907
text-embedding-3-large,welfare,3,6,0.4833915924679237
potion-multilingual-128M,welfare,3,3,0.38856809389173513
potion-base-8M,welfare,1,7,0.2198103973550223
text-embedding-ada-002,rai,Mand,4,0.3253121792063202
model2vecdk-stem,welfare,2,2,0.275198280489551
nb-sbert-base,rai,Kvinde,3,0.35577235174771604
text-embedding-3-large,welfare,1,6,0.5120670668599412
LaBSE,welfare,2,9,0.42044028619567636
multilingual-e5-large-instruct,rai,Unknown,8,0.44743693634685844
xlm-roberta-base,rai,Kvinde,2,0.15993396460361
multilingual-e5-base,welfare,2,2,0.3705466967506071
potion-base-8M,rai,Unknown,7,0.09950905909354288
xlm-roberta-base,welfare,4,9,0.1124560451188605
xlm-roberta-large,rai,Kvinde,0,0.1300686763551381
static-similarity-mrl-multilingual-v1,welfare,2,0,0.30677912945895347
static-similarity-mrl-multilingual-v1,welfare,4,1,0.2714396476537872
M2V_base_glove,rai,Mand,7,0.07111147719823946
static-similarity-mrl-multilingual-v1,welfare,11,4,0.33161746909254347
nb-sbert-base,welfare,3,4,0.48014608671295983
M2V_base_glove,rai,Kvinde,5,0.01757962625106213
dfm-sentence-encoder-large,rai,Mand,9,0.28063228730031436
xlm-roberta-large,welfare,2,9,0.06980234812484853
EmbeddingGemma-Scandi-300m,welfare,2,1,0.4640224555370557
paraphrase-multilingual-mpnet-base-v2,welfare,3,7,0.5254456988215487
nb-sbert-base,rai,Kvinde,7,0.3568888181399561
M2V_base_glove_subword,welfare,4,5,0.2556303222688841
text-embedding-ada-002,welfare,2,3,0.4320963098082046
xlm-roberta-base,welfare,4,3,0.10849466062707366
snowflake-arctic-embed-l-v2.0,welfare,4,0,0.4606079551028447
multilingual-e5-large,welfare,11,8,0.400803979772428
M2V_base_output,welfare,2,4,0.15916423968558785
M2V_base_glove_subword,rai,Kvinde,2,0.12110178528522088
potion-multilingual-128M,rai,Mand,5,0.26715756816289554
potion-base-2M,welfare,3,6,0.17557133554772303
xlm-roberta-base,welfare,3,0,0.05154283296712754
multilingual-e5-large-instruct,rai,Mand,4,0.38982443880483725
LaBSE,welfare,4,5,0.39420375437237176
text-embedding-ada-002,welfare,4,6,0.41772536906737423
multilingual-e5-base,welfare,2,9,0.3700608755184286
potion-base-8M,welfare,11,0,0.2304065330808385
bge-m3,rai,Mand,9,0.31653642689017764
xlm-roberta-base,welfare,1,1,0.08494956247609492
text-embedding-3-large,welfare,1,5,0.5122584868359777
potion-base-2M,welfare,2,0,0.15156548507266543
M2V_base_glove,welfare,2,5,-0.035345920899579504
snowflake-arctic-embed-l-v2.0,welfare,4,3,0.4560372677967912
nb-sbert-base,welfare,3,0,0.4812424265023693
paraphrase-multilingual-MiniLM-L12-v2,welfare,3,2,0.4965183208261053
nb-sbert-base,rai,Unknown,2,0.3909760641927916
paraphrase-multilingual-MiniLM-L12-v2,welfare,11,4,0.5196337124789203
multilingual-e5-large-instruct,rai,Kvinde,4,0.418532729989737
multilingual-e5-large-instruct,welfare,11,3,0.48646043700282804
model2vecdk-stem,welfare,2,5,0.2734126962417207
m2v-dfm-large,rai,Kvinde,8,0.31224574640364544
Qwen3-Embedding-0.6B,welfare,3,2,0.24300360423543654
bge-m3,welfare,3,6,0.43365006249059407
xlm-roberta-large,welfare,1,4,0.13507936311748023
multilingual-e5-large,rai,Mand,5,0.3051449776225293
multilingual-e5-small,welfare,3,0,0.3512072554055256
xlm-roberta-base,welfare,4,7,0.11113264606362434
text-embedding-3-large,welfare,3,7,0.4875277722739116
M2V_base_glove,welfare,2,2,-0.02766304766411579
m2v-dfm-large,welfare,1,3,0.4187223414064807
m2v-dfm-large,welfare,2,9,0.3349764060315353
paraphrase-multilingual-mpnet-base-v2,rai,Mand,1,0.3843720652211275
model2vecdk,rai,Kvinde,5,0.29312006658600975
text-embedding-3-large,rai,Unknown,5,0.4419373804081672
multilingual-e5-large-instruct,welfare,2,0,0.5176349315130945
model2vecdk,welfare,11,6,0.4031101728052033
Qwen3-Embedding-Scandi-0.6B,welfare,11,0,0.28045761322977475
M2V_base_glove_subword,welfare,2,5,0.1531891956761383
text-embedding-ada-002,welfare,3,3,0.441240392391868
EmbeddingGemma-Scandi-300m,rai,Kvinde,9,0.34092735949147185
model2vecdk,rai,Mand,1,0.27636356142445245
dfm-sentence-encoder-large,welfare,4,3,0.3557793343678078
multilingual-e5-large,welfare,4,8,0.40542091588475704
mxbai-embed-large-v1,welfare,3,2,0.1915238348678564
mmBERTscandi-base-embedding,welfare,4,8,0.3926847069254483
Qwen3-Embedding-0.6B,welfare,1,3,0.3294093837284074
xlm-roberta-large,rai,Mand,0,0.12554665246000635
snowflake-arctic-embed-l-v2.0,welfare,3,8,0.45295236185591425
text-embedding-3-small,rai,Unknown,6,0.34719362326097253
mmBERTscandi-base-embedding,welfare,11,4,0.3682840751829548
multilingual-e5-base,rai,Kvinde,1,0.29058649692608823
M2V_base_glove,welfare,4,5,0.03616796726229629
text-embedding-ada-002,welfare,2,8,0.4329517768429694
potion-base-8M,welfare,1,9,0.22210888655888927
bge-m3,welfare,4,6,0.4308288573093947
paraphrase-multilingual-MiniLM-L12-v2,welfare,2,7,0.4834526548695882
paraphrase-multilingual-MiniLM-L12-v2,rai,Unknown,8,0.36078003213795024
m2v-dfm-large,rai,Kvinde,4,0.3122175714043482
paraphrase-multilingual-mpnet-base-v2,welfare,11,8,0.5490189135409946
M2V_base_output,rai,Mand,2,0.1453973953989944
Qwen3-Embedding-Scandi-0.6B,welfare,1,4,0.3538397241195013
potion-multilingual-128M,rai,Mand,3,0.2678597136622917
text-embedding-3-small,rai,Mand,6,0.2953335631013131
paraphrase-multilingual-MiniLM-L12-v2,rai,Mand,1,0.3254459408224674
xlm-roberta-base,welfare,3,1,0.052602878235560674
M2V_base_glove_subword,welfare,11,1,0.24023434493873114
multilingual-e5-base,rai,Mand,3,0.287279842913449
xlm-roberta-base,welfare,4,0,0.1102952932045171
model2vecdk,welfare,4,3,0.3703274060280309
paraphrase-multilingual-mpnet-base-v2,welfare,3,8,0.520925069102059
Qwen3-Embedding-0.6B,welfare,3,9,0.2508286983233631
EmbeddingGemma-Scandi-300m,rai,Kvinde,3,0.34220828811439774
snowflake-arctic-embed-l-v2.0,welfare,2,9,0.4907121895728011
potion-base-4M,welfare,1,3,0.20778702801347038
paraphrase-multilingual-MiniLM-L12-v2,welfare,1,2,0.5485382453837729
xlm-roberta-base,welfare,3,6,0.04995242650502321
text-embedding-3-small,rai,Mand,4,0.30015725761674816
M2V_base_glove_subword,welfare,1,3,0.20583430159377636
potion-base-8M,welfare,1,0,0.2173507424360708
text-embedding-3-small,welfare,4,8,0.474262011549256
paraphrase-multilingual-MiniLM-L12-v2,welfare,2,6,0.4867440331397731
paraphrase-multilingual-mpnet-base-v2,welfare,11,6,0.5514593996145847
multilingual-e5-large,welfare,1,2,0.42692125900167555
LaBSE,welfare,4,6,0.39002762964956955
model2vecdk,welfare,11,7,0.404651237993199
snowflake-arctic-embed-l-v2.0,welfare,3,5,0.45185644571995165
bge-m3,rai,Mand,6,0.3168551169742804
LaBSE,welfare,11,8,0.4346379193702568
static-similarity-mrl-multilingual-v1,welfare,3,8,0.32004196449252786
mxbai-embed-large-v1,welfare,11,9,0.22437199603555255
LaBSE,welfare,1,1,0.4836755393167786
multilingual-e5-large,rai,Unknown,0,0.3609713989170955
multilingual-e5-large-instruct,rai,Kvinde,6,0.41919192122266224
potion-base-2M,welfare,1,7,0.17937672445325267
multilingual-e5-base,welfare,3,8,0.37396095043931177
M2V_base_glove_subword,welfare,1,0,0.21304284343336374
multilingual-e5-base,welfare,4,4,0.3486820905356614
M2V_base_output,rai,Unknown,6,0.11639001395070853
M2V_base_glove_subword,rai,Mand,1,0.1448863458204902
dfm-sentence-encoder-large,rai,Mand,3,0.28052204004899595
Qwen3-Embedding-Scandi-0.6B,welfare,11,2,0.2781684490693184
m2v-dfm-large,rai,Mand,1,0.32596512423282314
multilingual-e5-large,welfare,2,4,0.39573004613164486
mxbai-embed-large-v1,welfare,1,0,0.23876707869645586
model2vecdk-stem,welfare,3,1,0.3237854110320273
M2V_base_glove,rai,Mand,5,0.06885577193792175
EmbeddingGemma-Scandi-300m,welfare,2,8,0.4569834110739246
m2v-dfm-large,rai,Unknown,0,0.3629024277827613
text-embedding-3-large,rai,Mand,1,0.3916887038665239
paraphrase-multilingual-mpnet-base-v2,welfare,3,3,0.52418474873889
paraphrase-multilingual-MiniLM-L12-v2,welfare,3,8,0.4946838174508027
Qwen3-Embedding-Scandi-0.6B,welfare,2,5,0.2901446210831055
nb-sbert-base,welfare,2,0,0.4664993090821144
LaBSE,welfare,1,0,0.4833874463332275
snowflake-arctic-embed-l-v2.0,rai,Kvinde,3,0.3579795965003684
model2vecdk-stem,rai,Unknown,2,0.3172868080808113
paraphrase-multilingual-mpnet-base-v2,rai,Unknown,0,0.42665473569606766
paraphrase-multilingual-mpnet-base-v2,welfare,1,7,0.571838255204511
multilingual-e5-small,welfare,1,8,0.4025766505901162
potion-base-4M,welfare,1,6,0.20257999343267777
multilingual-e5-large,welfare,2,9,0.3975099207627136
M2V_base_output,rai,Unknown,9,0.09912375236115994
nb-sbert-base,welfare,3,6,0.4824912896350649
xlm-roberta-large,rai,Unknown,0,0.1421001818444194
potion-base-4M,rai,Mand,0,0.14972976306968747
model2vecdk,welfare,1,3,0.40339897493540616
text-embedding-3-large,welfare,4,3,0.4414959289337872
text-embedding-ada-002,rai,Mand,5,0.32637209795511934
potion-multilingual-128M,welfare,3,0,0.3908849793921025
xlm-roberta-base,rai,Kvinde,1,0.15888474825922294
M2V_base_glove_subword,welfare,3,4,0.20382139715571881
text-embedding-ada-002,welfare,3,9,0.4427765462734011
paraphrase-multilingual-mpnet-base-v2,welfare,11,4,0.5493085770448536
xlm-roberta-large,welfare,2,0,0.07629407060203723
M2V_base_glove_subword,rai,Unknown,1,0.10425958145213278
Qwen3-Embedding-Scandi-0.6B,rai,Mand,4,0.2807765592283941
Qwen3-Embedding-Scandi-0.6B,rai,Kvinde,3,0.2839401799108778
m2v-dfm-large,welfare,4,9,0.36017180454439757
M2V_base_glove,welfare,4,8,0.03549946408492701
paraphrase-multilingual-MiniLM-L12-v2,welfare,2,3,0.48905999384370663
EmbeddingGemma-Scandi-300m,rai,Kvinde,0,0.3421716872472721
bge-m3,rai,Mand,4,0.31675050234662167
paraphrase-multilingual-mpnet-base-v2,rai,Unknown,2,0.4259265009692669
potion-base-8M,welfare,1,8,0.21760300904880098
text-embedding-3-small,welfare,4,7,0.4725254207818041
xlm-roberta-base,welfare,1,5,0.08449895259132736
Qwen3-Embedding-0.6B,rai,Unknown,0,0.22551503624890665
text-embedding-ada-002,welfare,1,9,0.5109177082459916
M2V_base_output,welfare,11,0,0.22756036249802516
multilingual-e5-base,rai,Kvinde,3,0.29064746625571974
nb-sbert-base,welfare,11,0,0.48264045205531014
text-embedding-3-small,welfare,3,6,0.450922414944875
xlm-roberta-large,welfare,1,5,0.1380709275260907
model2vecdk-stem,welfare,3,4,0.31661178212636704
xlm-roberta-large,welfare,3,8,0.15678388431961368
multilingual-e5-large,welfare,4,5,0.4054995941687517
LaBSE,rai,Kvinde,7,0.28978090831925596
static-similarity-mrl-multilingual-v1,rai,Kvinde,9,0.21264572705365845
M2V_base_output,welfare,1,0,0.2099946073054692
nb-sbert-base,welfare,1,1,0.5167273620100382
model2vecdk,welfare,3,4,0.37916954991261487
model2vecdk-stem,welfare,4,3,0.32214632607858523
snowflake-arctic-embed-l-v2.0,rai,Unknown,7,0.4174944625494463
potion-base-2M,welfare,11,6,0.2148567321883222
text-embedding-3-small,rai,Kvinde,3,0.33072785104591806
M2V_base_glove,welfare,1,6,-0.018162465559956806
paraphrase-multilingual-MiniLM-L12-v2,welfare,3,3,0.4972144655414562
LaBSE,rai,Unknown,0,0.33557565040298876
M2V_base_output,rai,Unknown,8,0.10508678086514914
mxbai-embed-large-v1,welfare,11,7,0.22552562306794102
potion-base-4M,welfare,11,4,0.22290416105151498
multilingual-e5-large-instruct,rai,Unknown,5,0.452098122575711
potion-base-2M,welfare,1,6,0.17436930098289644
paraphrase-multilingual-mpnet-base-v2,welfare,1,0,0.574795626418209
paraphrase-multilingual-MiniLM-L12-v2,rai,Unknown,3,0.353052646441491
potion-base-4M,welfare,3,0,0.19884800120061252
text-embedding-3-small,welfare,2,7,0.4540980539208897
multilingual-e5-large-instruct,welfare,11,9,0.4825587583557391
dfm-sentence-encoder-large,rai,Mand,2,0.2825001148335372
M2V_base_glove,welfare,2,9,-0.026162396780072036
xlm-roberta-large,rai,Mand,8,0.12345657845286352
text-embedding-ada-002,welfare,2,5,0.4387170933802027
multilingual-e5-large-instruct,welfare,1,6,0.5464612821119285
text-embedding-3-large,welfare,3,3,0.4903411590269281
Qwen3-Embedding-Scandi-0.6B,welfare,11,8,0.277438759899449
multilingual-e5-large-instruct,rai,Mand,7,0.385334939686525
xlm-roberta-base,welfare,3,9,0.04877881596497231
potion-multilingual-128M,welfare,3,6,0.389405280582049
mmBERTscandi-base-embedding,rai,Unknown,2,0.365472326799646
text-embedding-3-large,welfare,2,2,0.46474340959319155
potion-base-2M,rai,Unknown,5,0.09501751438125892
potion-multilingual-128M,rai,Unknown,0,0.2733056977728794
bge-m3,welfare,4,7,0.4284443735812509
potion-base-4M,welfare,1,4,0.20996425835607122
multilingual-e5-base,welfare,4,3,0.34919263429001063
M2V_base_glove_subword,welfare,1,9,0.20721429021834947
mxbai-embed-large-v1,welfare,4,5,0.17395132441871974
M2V_base_glove_subword,welfare,4,1,0.2590351636837222
paraphrase-multilingual-mpnet-base-v2,welfare,2,9,0.508325969860387
potion-base-2M,welfare,2,9,0.15152460583312086
dfm-sentence-encoder-large,rai,Kvinde,2,0.2620024935097721
M2V_base_glove_subword,rai,Kvinde,9,0.11983623762555874
dfm-sentence-encoder-large,rai,Unknown,0,0.3220543223681649
m2v-dfm-large,welfare,2,0,0.3348057114625588
potion-multilingual-128M,welfare,11,5,0.43099987959981223
xlm-roberta-large,welfare,4,6,0.18341400262286978
M2V_base_glove,welfare,1,2,-0.012618820167037238
xlm-roberta-large,rai,Kvinde,9,0.13232115246619994
multilingual-e5-small,welfare,11,6,0.3670328758165475
M2V_base_output,rai,Mand,9,0.144504075217489
potion-multilingual-128M,rai,Unknown,2,0.27634549541430453
mxbai-embed-large-v1,welfare,1,6,0.2319777933107826
potion-base-2M,rai,Mand,1,0.138090858085956
multilingual-e5-large-instruct,welfare,4,5,0.47432223725755934
snowflake-arctic-embed-l-v2.0,rai,Kvinde,4,0.35819381751329415
mmBERTscandi-base-embedding,welfare,3,9,0.35396956376196226
multilingual-e5-large,welfare,1,4,0.42439030183697324
paraphrase-multilingual-MiniLM-L12-v2,rai,Mand,9,0.32921137896771957
text-embedding-3-large,welfare,11,9,0.4770571539630677
text-embedding-ada-002,welfare,11,0,0.43714652860811154
model2vecdk,rai,Unknown,0,0.3323470933522111
M2V_base_glove_subword,welfare,2,4,0.15955799918576583
text-embedding-3-large,welfare,1,8,0.5108143372275176
static-similarity-mrl-multilingual-v1,rai,Unknown,7,0.2613554694991137
static-similarity-mrl-multilingual-v1,welfare,1,0,0.35874561412516537
static-similarity-mrl-multilingual-v1,welfare,11,5,0.33030658257350837
potion-multilingual-128M,welfare,4,6,0.4154032287324196
M2V_base_output,rai,Kvinde,4,0.12043018284103481
LaBSE,welfare,4,7,0.39324330858768647
xlm-roberta-base,welfare,4,4,0.10461504485948234
mxbai-embed-large-v1,rai,Mand,1,0.21372257494942062
snowflake-arctic-embed-l-v2.0,rai,Kvinde,6,0.35992815010369084
multilingual-e5-large,rai,Unknown,5,0.3616191391061331
model2vecdk-stem,rai,Kvinde,2,0.2899434674506077
multilingual-e5-large,welfare,11,3,0.40406207271696437
paraphrase-multilingual-mpnet-base-v2,rai,Kvinde,6,0.403469711842868
paraphrase-multilingual-mpnet-base-v2,welfare,4,8,0.5269837620922194
multilingual-e5-large,rai,Unknown,2,0.3638234884601685
snowflake-arctic-embed-l-v2.0,rai,Unknown,8,0.4231307135679596
M2V_base_glove_subword,welfare,2,1,0.1542070096343794
multilingual-e5-base,rai,Unknown,0,0.35941035134816235
potion-base-2M,welfare,11,5,0.2097680692633781
model2vecdk-stem,welfare,3,7,0.3158792480598651
text-embedding-ada-002,rai,Mand,2,0.3249297060391666
model2vecdk-stem,welfare,4,7,0.3227317698422109
paraphrase-multilingual-mpnet-base-v2,rai,Mand,6,0.38501957278228294
potion-base-4M,welfare,4,2,0.25719569708762885
mxbai-embed-large-v1,welfare,1,3,0.23766143840142198
potion-base-4M,welfare,4,8,0.25990680810059075
M2V_base_glove,rai,Unknown,7,0.015071738607002257
multilingual-e5-base,welfare,11,6,0.3553112799188663
LaBSE,welfare,4,1,0.39609777790612094
text-embedding-3-large,welfare,4,9,0.44055676578702446
multilingual-e5-large,rai,Kvinde,4,0.3126220256706334
snowflake-arctic-embed-l-v2.0,rai,Unknown,4,0.4089546918382157
potion-multilingual-128M,welfare,2,5,0.3183435863675211
M2V_base_output,rai,Mand,8,0.14436531645079106
multilingual-e5-small,welfare,11,3,0.36776136334302495
nb-sbert-base,welfare,3,7,0.4760648331044522
multilingual-e5-small,rai,Unknown,8,0.3209948468426854
model2vecdk,welfare,4,4,0.37278311768938954
multilingual-e5-large-instruct,rai,Unknown,7,0.4573764964063996
multilingual-e5-base,rai,Mand,6,0.28494091828231904
EmbeddingGemma-Scandi-300m,welfare,4,3,0.49544541908993034
paraphrase-multilingual-MiniLM-L12-v2,welfare,2,2,0.4872518127106531
dfm-sentence-encoder-large,welfare,3,1,0.3504483230804128
multilingual-e5-large,welfare,4,6,0.4128695625047149
text-embedding-3-small,welfare,1,7,0.4920389122957308
text-embedding-3-small,welfare,1,2,0.49235955067155446
multilingual-e5-base,welfare,4,0,0.3499147316749893
LaBSE,welfare,4,0,0.3925129815110719
potion-base-2M,rai,Mand,7,0.13895470357880416
Qwen3-Embedding-Scandi-0.6B,rai,Kvinde,8,0.2848474308658766
LaBSE,welfare,3,5,0.44999455112826736
LaBSE,welfare,11,1,0.43580368481029325
EmbeddingGemma-Scandi-300m,rai,Unknown,7,0.3889499737876452
potion-base-4M,rai,Unknown,9,0.08450614010028121
model2vecdk,welfare,3,9,0.3792636196340458
potion-base-8M,rai,Kvinde,9,0.12658491718805276
LaBSE,rai,Unknown,2,0.34346399493777335
EmbeddingGemma-Scandi-300m,welfare,3,9,0.51786902253183
Qwen3-Embedding-Scandi-0.6B,rai,Mand,1,0.2779328683257819
potion-base-4M,rai,Unknown,2,0.09496085152157523
M2V_base_output,welfare,4,1,0.2481829400538384
potion-multilingual-128M,welfare,2,7,0.3220145934024901
multilingual-e5-small,rai,Unknown,1,0.3065471105197173
paraphrase-multilingual-MiniLM-L12-v2,rai,Kvinde,5,0.34259121009551924
text-embedding-3-small,welfare,4,1,0.4726322956533664
text-embedding-3-small,welfare,2,2,0.4535571960533694
text-embedding-ada-002,welfare,3,2,0.4366829234497896
M2V_base_glove,welfare,4,6,0.03950924146365164
M2V_base_glove_subword,welfare,4,3,0.25385363081032164
LaBSE,rai,Kvinde,5,0.28721147675644576
model2vecdk-stem,rai,Unknown,3,0.32178186619237087
text-embedding-3-large,rai,Mand,0,0.39122790170946
M2V_base_output,rai,Unknown,2,0.09987102949089888
multilingual-e5-base,rai,Mand,5,0.2897252173527719
snowflake-arctic-embed-l-v2.0,welfare,1,1,0.5033232149735922
text-embedding-ada-002,welfare,11,5,0.4373462448882199
EmbeddingGemma-Scandi-300m,rai,Unknown,0,0.3939915433233578
text-embedding-ada-002,welfare,3,4,0.4382554396475911
bge-m3,rai,Mand,5,0.3198339332499837
potion-base-4M,rai,Kvinde,8,0.11794480361059087
M2V_base_glove,welfare,2,3,-0.028046281032650885
xlm-roberta-base,welfare,11,1,0.06533916633629801
mmBERTscandi-base-embedding,rai,Kvinde,6,0.2853022051391307
bge-m3,welfare,1,1,0.49099951841074546
text-embedding-ada-002,welfare,4,0,0.4183422719940413
static-similarity-mrl-multilingual-v1,welfare,2,4,0.3089441235078445
static-similarity-mrl-multilingual-v1,welfare,1,1,0.35748909686676744
snowflake-arctic-embed-l-v2.0,rai,Mand,0,0.33756016509050496
potion-base-8M,welfare,3,1,0.20801347240168733
multilingual-e5-base,welfare,4,8,0.34591854402702293
multilingual-e5-base,rai,Kvinde,6,0.29217910060567626
dfm-sentence-encoder-large,welfare,11,5,0.3305500726462158
xlm-roberta-large,rai,Kvinde,1,0.13139489867921147
text-embedding-3-large,welfare,3,9,0.48142204020262086
potion-base-2M,welfare,3,0,0.1824197155808006
mmBERTscandi-base-embedding,welfare,2,0,0.3453446162402878
model2vecdk,welfare,2,0,0.3251699872247155
potion-base-2M,welfare,11,3,0.20930093348858117
Qwen3-Embedding-0.6B,rai,Unknown,7,0.22285185796496695
mxbai-embed-large-v1,welfare,3,9,0.1891403012759629
M2V_base_glove,welfare,2,7,-0.03224771598084964
model2vecdk-stem,welfare,3,3,0.3213744575271715
potion-base-2M,welfare,4,3,0.21313042428756257
mmBERTscandi-base-embedding,welfare,1,5,0.4116544161269614
multilingual-e5-large-instruct,welfare,11,5,0.4801896075395433
multilingual-e5-base,rai,Unknown,8,0.3664936765275158
xlm-roberta-base,rai,Unknown,4,0.17872361915821466
snowflake-arctic-embed-l-v2.0,welfare,1,3,0.5070027509272527
static-similarity-mrl-multilingual-v1,welfare,4,0,0.27527772729973793
mmBERTscandi-base-embedding,welfare,1,1,0.4066277707845144
mmBERTscandi-base-embedding,welfare,3,8,0.35327754702771097
xlm-roberta-large,rai,Unknown,1,0.15067767817677838
mxbai-embed-large-v1,welfare,1,5,0.23357188829854755
model2vecdk-stem,welfare,2,7,0.2757614331094895
EmbeddingGemma-Scandi-300m,welfare,3,4,0.5203797049787634
potion-base-2M,rai,Mand,4,0.13922743690368067
text-embedding-ada-002,rai,Kvinde,8,0.344375783547322
M2V_base_glove,welfare,3,4,-0.01119020389084857
multilingual-e5-small,welfare,3,9,0.3551389230221789
Qwen3-Embedding-Scandi-0.6B,welfare,2,7,0.28799912735026817
model2vecdk,rai,Unknown,9,0.31486286132889685
multilingual-e5-small,welfare,2,8,0.340222072784935
text-embedding-3-small,welfare,2,5,0.45611909531462463
model2vecdk,rai,Kvinde,9,0.2918415107160058
text-embedding-3-large,rai,Unknown,6,0.4500411215914216
multilingual-e5-base,rai,Unknown,1,0.36189489457743557
dfm-sentence-encoder-large,rai,Kvinde,5,0.26127176238500777
multilingual-e5-large-instruct,welfare,1,2,0.5430463901813757
text-embedding-3-large,welfare,1,1,0.519214380522732
paraphrase-multilingual-MiniLM-L12-v2,welfare,11,3,0.5186250957283588
potion-base-8M,rai,Unknown,8,0.0829011595860028
M2V_base_glove_subword,welfare,3,6,0.2043474143651889
snowflake-arctic-embed-l-v2.0,rai,Kvinde,8,0.3577012985002421
multilingual-e5-small,rai,Unknown,0,0.31258067974839715
xlm-roberta-base,welfare,11,9,0.07084293498791988
multilingual-e5-small,welfare,4,5,0.3426228998467003
text-embedding-3-small,welfare,2,4,0.45028604286521445
multilingual-e5-small,rai,Unknown,3,0.3060006496772318
M2V_base_glove_subword,rai,Mand,6,0.14561522041947764
multilingual-e5-base,rai,Kvinde,9,0.29088272357099576
multilingual-e5-small,rai,Mand,9,0.29462750213285205
potion-base-2M,rai,Kvinde,1,0.10966995464878276
LaBSE,welfare,11,7,0.43614722977032616
xlm-roberta-large,welfare,4,2,0.17313134287638995
M2V_base_glove,welfare,1,7,-0.015893216427947023
model2vecdk-stem,welfare,11,1,0.38889716077191544
mmBERTscandi-base-embedding,welfare,4,2,0.38918684065966735
EmbeddingGemma-Scandi-300m,welfare,4,2,0.49827066671051595
mxbai-embed-large-v1,rai,Kvinde,5,0.17588555307753095
bge-m3,welfare,4,0,0.42720465359459997
paraphrase-multilingual-MiniLM-L12-v2,welfare,11,7,0.5168392887378239
bge-m3,welfare,1,3,0.49177483988492426
EmbeddingGemma-Scandi-300m,welfare,11,1,0.5194212487954684
text-embedding-ada-002,rai,Unknown,7,0.39328798530771086
Qwen3-Embedding-0.6B,welfare,1,9,0.3348846619871281
xlm-roberta-base,welfare,11,0,0.07520289945479691
model2vecdk,rai,Mand,8,0.27654309651722153
paraphrase-multilingual-MiniLM-L12-v2,welfare,11,6,0.5191533620468302
nb-sbert-base,welfare,11,5,0.4891910267189871
multilingual-e5-small,welfare,1,1,0.4089537393671428
text-embedding-ada-002,rai,Kvinde,5,0.34364118291406975
potion-base-2M,welfare,4,2,0.2080618927550959
potion-multilingual-128M,welfare,3,1,0.38883124699805155
text-embedding-3-small,welfare,11,7,0.45236927680830163
M2V_base_glove,rai,Mand,2,0.07210909070706566
